ISO3,Year,value_economic,no_value_economic,value_economic_original,value_governance,no_value_governance,value_governance_original,value_social,no_value_social,value_social_original,value_ecosystems,no_value_ecosystems,value_habitat,no_value_habitat,value_infrastructure,no_value_infrastructure,no_value_governance_isolated,value_governance_isolated,EGSEHI,EGSEHI_6root,Country
CMR,1995,0.69968530440224,False,0.30031469559776,0.737073611631405,False,0.262926388368595,0.775128579833929,False,0.224871420166071,0.460139952139623,False,0.670543766785071,False,0.296554036982007,False,True,,0.03657701655006197,0.5761488682690314,CAMEROON
CAN,1995,0.5051544521847959,False,0.494845547815204,0.172164671606587,False,0.827835328393413,0.54424331990458,False,0.45575668009542,0.400201425784293,False,0.50498850007474,False,0.2438527418197,False,True,,0.0023326473846352874,0.36417336765321645,CANADA
CPV,1995,0.5602488543862401,False,0.43975114561376,0.359387430140937,False,0.640612569859063,0.8622727641151771,False,0.137727235884823,0.462283780321589,False,0.394199886046227,False,0.44327437628756,False,True,,0.014024465127055017,0.49107487843945613,CAPE VERDE
CAF,1995,0.7201878068087739,False,0.279812193191226,0.7114723637957969,False,0.288527636204203,0.806755790771177,False,0.193244209228823,0.501861270959334,False,0.669669005109535,False,0.3837097797131698,True,True,,0.05330803077651556,0.6134776895636651,CENTRAL AFRICAN REPUBLIC
TCD,1995,0.741661991793817,False,0.258338008206183,0.737459427588194,False,0.262540572411806,0.7826042686101871,False,0.217395731389813,0.589027239615933,False,0.665368073298731,False,0.3837097797131698,True,True,,0.0643704541335318,0.6330642108872343,CHAD
CHL,1995,0.596006773275361,False,0.403993226724639,0.252550466155792,False,0.747449533844208,0.8214850687277551,False,0.178514931272245,0.401847123250995,False,0.570130292801534,False,0.312526108333805,False,True,,0.00885360879934925,0.4548344882983435,CHILE
CHN,1995,0.554321590657337,False,0.445678409342663,0.55372699094534,False,0.44627300905466,0.802873383353473,False,0.197126616646527,0.559296569640416,False,0.353176518780368,False,0.29747093811436,False,True,,0.014480483683890313,0.49370081570045776,CHINA
COL,1995,0.621270520316587,False,0.378729479683413,0.6362437875268581,False,0.363756212473142,0.874224155181614,False,0.125775844818386,0.464581133875145,False,0.663301007051338,False,0.215500405126306,False,True,,0.02294813629490617,0.5330785856213125,COLOMBIA
COM,1995,0.551795215953213,False,0.448204784046787,0.627755393082712,False,0.372244606917288,0.873645660064819,False,0.126354339935181,0.513890331557016,False,0.466119908552483,False,0.485982687821327,False,True,,0.0352283745562925,0.5725526567323961,COMOROS
COG,1995,0.680931830637022,False,0.319068169362978,0.706970818632632,False,0.293029181367368,0.80785151063829,False,0.19214848936171,0.528310873655121,False,0.788669064066022,False,0.228042162373723,False,True,,0.03695184870324282,0.5771287309957621,CONGO
COD,1995,0.685845768248338,False,0.314154231751662,0.4981055591370071,True,0.5018944408629928,0.847986397556999,False,0.152013602443001,0.511761220716562,False,0.680950670909047,False,0.393561884699637,False,True,,0.03973130183066863,0.5841469756846273,"CONGO, THE DEMOCRATIC REPUBLIC O"
CRI,1995,0.629529822233911,False,0.370470177766089,0.365080698913209,False,0.634919301086791,0.822597251850906,False,0.177402748149094,0.487408034178483,False,0.57178222584154,False,0.273968113338017,False,True,,0.014434966805709246,0.49344183254446317,COSTA RICA
CIV,1995,0.685304402240311,False,0.314695597759689,0.565648380758606,False,0.434351619241394,0.814116376961686,False,0.185883623038314,0.480264693616272,False,0.606902256875095,False,0.459841264039939,False,True,,0.042298397555122394,0.5902744507857244,COTE D'IVOIRE
HRV,1995,0.575795775642379,False,0.424204224357621,0.568607576110159,False,0.431392423889841,0.670280283931517,False,0.329719716068483,0.374981382771299,False,0.466125428807486,False,0.333436303970358,False,True,,0.012789776244914902,0.4835898286586649,CROATIA
CUB,1995,0.5895922589058225,True,0.4104077410941775,0.576972859233654,False,0.423027140766346,0.893793350586875,False,0.106206649413125,0.550986184549415,False,0.558852333392102,False,0.398499756738925,False,True,,0.037308699891958605,0.5780539225360657,CUBA
CYP,1995,0.495923467688963,False,0.504076532311037,0.2982855907649839,False,0.701714409235016,0.856883057317667,False,0.143116942682333,0.387540603978908,False,0.445225004418213,False,0.388438645628509,False,True,,0.008495475275480545,0.4517151051140343,CYPRUS
CZE,1995,0.650906838961103,False,0.349093161038897,0.309086903607944,False,0.690913096392056,0.650838972272318,False,0.349161027727682,0.302012948469558,False,0.419142997194008,False,0.359965418942147,False,True,,0.005966526145394216,0.4258796854935759,CZECH REPUBLIC
DNK,1995,0.51011003333519,False,0.48988996666481,0.128937475786692,False,0.871062524213308,0.4045842335709699,False,0.59541576642903,0.221977611445247,False,0.449794053945007,False,0.623557265099757,False,True,,0.001656727997344412,0.34398687217593776,DENMARK
DJI,1995,0.57035435320273,False,0.42964564679727,0.646478953181849,False,0.353521046818151,0.841440012832011,False,0.158559987167989,0.55005827714581,False,0.689128920838134,False,0.422182022850645,False,True,,0.0496513691008135,0.6062548203687983,DJIBOUTI
DMA,1995,0.496603645493919,False,0.503396354506081,0.322615870008351,False,0.677384129991649,0.7615147126711374,True,0.2384852873288626,0.477974693993836,False,0.386464712782154,False,0.3837097797131698,True,True,,0.008647519435453915,0.4530525624770587,DOMINICA
DOM,1995,0.658194458299918,False,0.341805541700082,0.558620698101261,False,0.441379301898739,0.833601471243984,False,0.166398528756016,0.453694364263908,False,0.560746736238555,False,0.42757791088741,False,True,,0.03334073096769736,0.5673214264409955,DOMINICAN REPUBLIC
ECU,1995,0.654793569275137,False,0.345206430724863,0.603648340866347,False,0.396351659133653,0.8529503021606,False,0.1470496978394,0.525170394877954,False,0.708233984799145,False,0.278887610333416,False,True,,0.03497183042096912,0.5718556205372975,ECUADOR
EGY,1995,0.6858874117874161,False,0.314112588212584,0.5462286156921561,False,0.453771384307844,0.717278992723819,False,0.282721007276181,0.400799261279665,False,0.424991003140845,False,0.407892660145693,False,True,,0.01867101514341272,0.5150641489596021,EGYPT
SLV,1995,0.655182242306541,False,0.344817757693459,0.605101397053866,False,0.394898602946134,0.846802016269681,False,0.153197983730319,0.536443551576288,False,0.575896631756107,False,0.358841895023303,False,True,,0.03721721455982695,0.5778174380690065,EL SALVADOR
GNQ,1995,0.569577007139923,False,0.430422992860077,0.7051443479085651,False,0.294855652091435,0.9043038463176722,False,0.0956961536823277,0.461564959654063,False,0.57984364830467,False,0.3837097797131698,True,True,,0.037298508053919655,0.5780276011388782,EQUATORIAL GUINEA
ERI,1995,0.5780306455729489,False,0.421969354427051,0.5927571067537529,False,0.407242893246247,0.9045222923328048,False,0.0954777076671951,0.577773151607899,False,0.640754989760054,False,0.418777516110904,False,True,,0.04804847616220073,0.6029481076384313,ERITREA
EST,1995,0.5496575142804949,False,0.450342485719505,0.347333779756411,False,0.652666220243589,0.7353348167187961,False,0.264665183281204,0.489307138751368,False,0.537701194334358,False,0.311277183326036,False,True,,0.011497254966239639,0.475078846963454,ESTONIA
ETH,1995,0.6316675239066301,False,0.36833247609337,0.703149976052995,False,0.296850023947005,0.819869567226091,False,0.180130432773909,0.55244913619349,False,0.609756437217495,False,0.422058188274177,False,True,,0.05177287762342112,0.6104972576139904,ETHIOPIA
FJI,1995,0.61165086278935,False,0.38834913721065,0.403716060519807,False,0.596283939480193,0.798196671955677,False,0.201803328044323,0.631628897956559,False,0.562519646033582,False,0.324689474397076,False,True,,0.0227382704895958,0.5322629517368187,FIJI
FIN,1995,0.4892188578972529,False,0.510781142102747,0.13877565000211,False,0.86122434999789,0.356964785546076,False,0.643035214453924,0.364202686032939,False,0.490788283658104,False,0.267050370204215,False,True,,0.0011568374782598627,0.3240002845948869,FINLAND
FRA,1995,0.535470948634267,False,0.464529051365733,0.261246279443752,False,0.738753720556248,0.455613207338879,False,0.544386792661121,0.291405504989372,False,0.389451974816125,False,0.2941359799512,False,True,,0.0021275616206809,0.35863033721888404,FRANCE
GAB,1995,0.543341577520188,False,0.456658422479812,0.577562394803244,False,0.422437605196756,0.776379255724487,False,0.223620744275513,0.388251257762367,False,0.742840032107442,False,0.194449809945644,False,True,,0.013663484394074447,0.4889452643848655,GABON
GMB,1995,0.524296598981417,False,0.475703401018583,0.531842472310625,False,0.468157527689375,0.8365812814874101,False,0.16341871851259,0.463680142052555,False,0.555961276705287,False,0.3837097797131698,True,True,,0.02307459615619474,0.5335670695525618,GAMBIA
GEO,1995,0.58376357278615,False,0.41623642721385,0.760045871396499,False,0.239954128603501,0.692695403169032,False,0.307304596830968,0.526264444307235,False,0.428481710815548,False,0.412867289055441,False,True,,0.02861316472785087,0.5530456522982644,GEORGIA
DEU,1995,0.5156486240326901,False,0.48435137596731,0.179196938391273,False,0.820803061608727,0.44689452373541,False,0.55310547626459,0.280239589780005,False,0.362966036049857,False,0.352521149535432,False,True,,0.0014807104322952548,0.33760719168825676,GERMANY
GHA,1995,0.6192299869017179,False,0.380770013098282,0.552032006457701,False,0.447967993542299,0.840398217908385,False,0.159601782091615,0.502237646142334,False,0.626906174706271,False,0.428649861390662,False,True,,0.038771790620737136,0.5817717693141082,GHANA
GRC,1995,0.609999002405886,False,0.390000997594114,0.3735409390547269,False,0.626459060945273,0.740129285894104,False,0.259870714105896,0.352701520674351,False,0.453349978012705,False,0.347254879888855,False,True,,0.009364060449386447,0.4591036033749961,GREECE
GRD,1995,0.504668610895542,False,0.495331389104458,0.357946841565512,False,0.642053158434488,0.756884991891509,False,0.243115008108491,0.401342641176292,False,0.412594057915087,False,0.300758498705375,False,True,,0.006809432257873985,0.435363300948263,GRENADA
GTM,1995,0.651975689797462,False,0.348024310202538,0.657094925186519,False,0.342905074813481,0.879011131086923,False,0.120988868913077,0.587654576782803,False,0.586507692972338,False,0.394666801694512,False,True,,0.05122480600542649,0.6094153471818223,GUATEMALA
GIN,1995,0.635845758994217,False,0.364154241005783,0.709333466854045,False,0.290666533145955,0.778363207446063,False,0.221636792553937,0.503086078583636,False,0.618416695952153,False,0.3837097797131698,True,True,,0.04190934783870443,0.5893660980888185,GUINEA
GNB,1995,0.595618100243957,False,0.404381899756043,0.751390870123793,False,0.248609129876207,0.75349929730398,False,0.24650070269602,0.60888457295509,False,0.614453790886039,False,0.812902709462578,False,True,,0.10256033298573691,0.684168755529635,GUINEA-BISSAU
GUY,1995,0.526239964138434,False,0.473760035861566,0.5323182231950461,False,0.467681776804954,0.852806287400293,False,0.147193712599707,0.530142080785235,False,0.593065442181122,False,0.3837097797131698,True,True,,0.028820619994037473,0.5537119374308247,GUYANA
HTI,1995,0.6729640334932501,False,0.32703596650675,0.706374866516584,False,0.293625133483416,0.879563209308938,False,0.120436790691062,0.526865076022905,False,0.594085842603227,False,0.467891177434718,False,True,,0.06123329341022526,0.6278143956225052,HAITI
HND,1995,0.669465976210619,False,0.330534023789381,0.655489896691472,False,0.344510103308528,0.878857143811679,False,0.121142856188321,0.535510029706031,False,0.589762152423369,False,0.384890236755172,False,True,,0.0468807123417317,0.6004806728128511,HONDURAS
HUN,1995,0.579876842472116,False,0.420123157527884,0.327072356955005,False,0.672927643044995,0.606990434261705,False,0.393009565738295,0.281083636786074,False,0.4871636053005,False,0.31699753148141,False,True,,0.004997211527382324,0.41348010909327454,HUNGARY
ISL,1995,0.497380991556726,False,0.502619008443274,0.198992749157995,False,0.801007250842005,0.606746953643353,False,0.393253046356647,0.506067399386081,False,0.565091178841643,False,0.310146840147659,False,True,,0.005326332698082106,0.4178990479141731,ICELAND
IND,1995,0.580071178987818,False,0.419928821012182,0.569337242606432,False,0.430662757393568,0.783394561669665,False,0.216605438330335,0.623147816003393,False,0.477478231196006,False,0.375757624373867,False,True,,0.028925700759804867,0.5540479022034999,INDIA
IDN,1995,0.577156131252291,False,0.422843868747709,0.61882153982704,False,0.38117846017296,0.767505026859393,False,0.232494973140607,0.475477658379307,False,0.532566826982088,False,0.388459708792376,False,True,,0.02696436337308214,0.5476020036315359,INDONESIA
IRN,1995,0.5719090453283451,False,0.428090954671655,0.650963058454908,False,0.349036941545092,0.8240298210264521,False,0.175970178973548,0.481318993607027,False,0.542363083146479,False,0.209681661756376,False,True,,0.016792285455232207,0.5060401409729443,"IRAN, ISLAMIC REPUBLIC OF"
IRQ,1995,0.538191659854092,False,0.461808340145908,0.8452922146273241,False,0.154707785372676,0.756862756468889,False,0.243137243531111,0.543604767471266,False,0.542983983063936,False,0.346527022604923,False,True,,0.03521829690713536,0.5725253554790711,IRAQ
IRL,1995,0.5301266944524701,False,0.46987330554753,0.1918407204008839,False,0.808159279599116,0.7343112943658829,False,0.265688705634117,0.362581078444963,False,0.388093718564146,False,0.335425092967802,False,True,,0.0035248283848017766,0.3901123173257295,IRELAND
ISR,1995,0.583569236270449,False,0.416430763729551,0.351202785011531,False,0.648797214988469,0.505264402171427,False,0.494735597828573,0.393677865692155,False,0.421941863634828,False,0.324143885431176,False,True,,0.005575714012132415,0.42109822906584254,ISRAEL
ITA,1995,0.6329307112586919,False,0.367069288741308,0.330022231926268,False,0.669977768073732,0.6130059910475241,False,0.386994008952476,0.346346437667744,False,0.382739569112388,False,0.395378770124995,False,True,,0.006711066157031731,0.4343087575156332,ITALY
JAM,1995,0.590856855609265,False,0.409143144390735,0.485378525536054,False,0.514621474463946,0.812878946600064,False,0.187121053399936,0.423591528585089,False,0.528675858145201,False,0.401832489180489,False,True,,0.02097831030901873,0.5251641652409299,JAMAICA
JPN,1995,0.513316585844269,False,0.486683414155731,0.272703613701194,False,0.727296386298806,0.481527996781864,False,0.518472003218136,0.474456345319203,False,0.468576506602066,False,0.426422775876362,False,True,,0.006390206537120663,0.43077697528961356,JAPAN
JOR,1995,0.677919614643645,False,0.322080385356355,0.483586103100914,False,0.516413896899086,0.7647948855298,False,0.2352051144702,0.345559156435765,False,0.436430233575054,False,0.337000830782937,False,True,,0.012742809539943828,0.48329340112110036,JORDAN
KAZ,1995,0.577156131252291,False,0.422843868747709,0.649424987836034,False,0.350575012163966,0.688373180883994,False,0.311626819116006,0.44364768389751,False,0.49728387327058,False,0.354060826822204,False,True,,0.020154253814421236,0.5216683084065841,KAZAKHSTAN
KEN,1995,0.622047866379393,False,0.377952133620607,0.6540869975433901,False,0.34591300245661,0.8492475434400519,False,0.150752456559948,0.545736847276183,False,0.592411317964744,False,0.357040976870908,False,True,,0.039885799964938747,0.5845249469326106,KENYA
KIR,1995,0.606556469842026,False,0.393443530157974,0.484783760172186,False,0.515216239827814,0.7615147126711374,True,0.2384852873288626,0.4777373451548581,True,0.545130195543621,False,0.3837097797131698,True,True,,0.022376383666563127,0.5308416413236943,KIRIBATI
PRK,1995,0.5895922589058225,True,0.4104077410941775,0.756915775158204,False,0.243084224841796,0.516623178179226,False,0.483376821820774,0.729707117798574,False,0.587918478704447,False,0.451259179245228,False,True,,0.04463391258005567,0.5955855600408162,"KOREA, DEMOCRATIC PEOPLE'S REPUB"
KOR,1995,0.5155514557748391,False,0.484448544225161,0.3873626876412189,False,0.612637312358781,0.47853410726887,False,0.52146589273113,0.585125122547845,False,0.467524614728791,False,0.327445282272713,False,True,,0.008560411937432552,0.45228874152889015,"KOREA, REPUBLIC OF"
KWT,1995,0.582889058465493,False,0.417110941534507,0.415023071303659,False,0.584976928696341,0.874142758602971,False,0.125857241397029,0.456002821669576,False,0.523885629694139,False,0.430716124599196,False,True,,0.021758835749042714,0.5283713681357998,KUWAIT
KGZ,1995,0.555876282782951,False,0.444123717217049,0.608787679968084,False,0.391212320031916,0.752464421151618,False,0.247535578848382,0.562697581727762,False,0.43876616629776,False,0.3837097797131698,True,True,,0.024123538860375954,0.537535110191378,KYRGYZSTAN
LAO,1995,0.6601933481757081,False,0.339806651824292,0.621680412294005,False,0.378319587705995,0.802685590551259,False,0.197314409448741,0.557335289405998,False,0.551481160872816,False,0.3837097797131698,True,True,,0.038853834600656396,0.5819767673326195,LAO PEOPLE'S DEMOCRATIC REPUBLIC
LVA,1995,0.530806872257426,False,0.469193127742574,0.431486287839819,False,0.568513712160181,0.659695638346223,False,0.340304361653777,0.465564045045267,False,0.566485635623026,False,0.512476120370311,False,True,,0.020421569508447687,0.5228151767145782,LATVIA
LBN,1995,0.645562584779305,False,0.354437415220695,0.594584503537029,False,0.405415496462971,0.858344144975734,False,0.141655855024266,0.481936700926299,False,0.476709141095222,False,0.372280403672389,False,True,,0.028179095137160246,0.5516384216794016,LEBANON
LSO,1995,0.660040655199085,False,0.339959344800915,0.488699708849077,False,0.511300291150923,0.890346751315886,False,0.109653248684114,0.460037672134681,False,0.542682062596322,False,0.3837097797131698,True,True,,0.02751146249603588,0.5494383209617001,LESOTHO
LBR,1995,0.55237822550032,False,0.44762177449968,0.868179530279242,False,0.131820469720758,0.762387623882438,False,0.237612376117562,0.558225125835591,False,0.677745498134047,False,0.3837097797131698,True,True,,0.05307632200475617,0.6130324586791781,LIBERIA
LBY,1995,0.567730810240757,False,0.432269189759243,0.729042307529867,False,0.270957692470133,0.817699784568763,False,0.182300215431237,0.563367132819374,False,0.478077729914098,False,0.0985789004002811,False,True,,0.008985930769976747,0.45596045467657603,LIBYAN ARAB JAMAHIRIYA
LIE,1995,0.41926766524326,False,0.58073233475674,0.2236330939098519,False,0.776366906090148,0.776830595312624,False,0.223169404687376,0.4777373451548581,True,0.5277395420897197,True,0.3837097797131698,True,True,,0.007046370261941933,0.43785224084024565,LIECHTENSTEIN
LTU,1995,0.566176118115143,False,0.433823881884857,0.373495475032122,False,0.626504524967878,0.722781397050823,False,0.277218602949177,0.484864281191821,False,0.599373183950321,False,0.318079237236466,False,True,,0.014128520268012939,0.4916802682208191,LITHUANIA
LUX,1995,0.51117888417155,False,0.48882111582845,0.154292618062083,False,0.845707381937917,0.761674963691719,False,0.238325036308281,0.360301035939161,False,0.391156374415118,False,0.361531242246355,False,True,,0.0030609024624737784,0.3810438136461973,LUXEMBOURG
MKD,1995,0.61165086278935,False,0.38834913721065,0.582163086965938,False,0.417836913034062,0.700160289780764,False,0.299839710219236,0.374730015512468,False,0.477023527040536,False,0.341726834706452,False,True,,0.015229410652462168,0.49786758300960804,MACEDONIA
MDG,1995,0.6745187256188641,False,0.325481274381136,0.570436624564777,False,0.429563375435223,0.835667341637621,False,0.164332658362379,0.61910923179373,False,0.571151094169942,False,0.356036319952848,False,True,,0.04048064640346593,0.5859689087162512,MADAGASCAR
MWI,1995,0.649254978577638,False,0.350745021422362,0.5645423979591819,False,0.435457602040818,0.864698827877957,False,0.135301172122043,0.582534590203514,False,0.503478397703583,False,0.3837097797131698,True,True,,0.03566827862737503,0.5737381011790057,MALAWI
MYS,1995,0.593383230313387,False,0.406616769686613,0.384269237754989,False,0.615730762245011,0.8380851921425709,False,0.161914807857429,0.369024002820378,False,0.514855457166862,False,0.238548346745861,False,True,,0.008661146836642734,0.4531714767137737,MALAYSIA
MDV,1995,0.537414313791285,False,0.462585686208715,0.4242708421487939,False,0.575729157851206,0.9028715963577552,False,0.0971284036422447,0.555747744455558,False,0.521762898979907,False,0.690986335092652,False,True,,0.04124760799881026,0.5878047998174182,MALDIVES
MLI,1995,0.692397685063425,False,0.307602314936575,0.563639660500489,False,0.436360339499511,0.786638523667584,False,0.213361476332416,0.58447647573114,False,0.600384817666411,False,0.3837097797131698,True,True,,0.04133633506207048,0.5880153474205531,MALI
MLT,1995,0.549851850796196,False,0.450148149203804,0.311458929761412,False,0.688541070238588,0.825187182069555,False,0.174812817930445,0.342056377031261,False,0.496792379869718,False,0.426085613721651,False,True,,0.010232186319384285,0.46593793788404514,MALTA
MHL,1995,0.625448755404174,False,0.374551244595826,0.525556589047954,False,0.474443410952046,0.870656522906686,False,0.129343477093314,0.4777373451548581,True,0.5277395420897197,True,0.760801808350281,False,True,,0.05489571423463224,0.6164857939291153,MARSHALL ISLANDS
MRT,1995,0.6269895663500951,False,0.373010433649905,0.554572258584757,False,0.445427741415243,0.773368165360946,False,0.226631834639054,0.482923993806407,False,0.518729916857626,False,0.587234198766301,False,True,,0.03955816749841214,0.5837219538807058,MAURITANIA
MUS,1995,0.508749677725278,False,0.491250322274722,0.40741016429541,False,0.59258983570459,0.796441567998646,False,0.203558432001354,0.539672568088933,False,0.392472171094064,False,0.375019659859279,False,True,,0.013112429680578377,0.48560206925683597,MAURITIUS
MEX,1995,0.511859061976506,False,0.488140938023494,0.592596388268133,False,0.407403611731867,0.838392196647774,False,0.161607803352226,0.482940983168818,False,0.566254596918212,False,0.237394298621284,False,True,,0.01650945402759604,0.5046095341588553,MEXICO
