Year,Country,Product,iso3code,hhi,Stability value,CRI score,Domestic Production Value
2002,HUNGARY,SILVER,HUN,0.128824354524021,1.26,85.83,
2002,HUNGARY,URANIUM,HUN,0.128824354524021,1.26,85.83,
2002,HUNGARY,ZINC,HUN,0.128824354524021,1.26,85.83,
2002,HUNGARY,COAL,HUN,0.128824354524021,1.26,85.83,12763971.000000002
2002,INDONESIA,ALUMINIUM,IDN,0.0885770000885016,-1.58,24.83,1283485.0
2002,INDONESIA,ASBESTOS,IDN,0.0885770000885016,-1.58,24.83,
2002,INDONESIA,CHROMIUM,IDN,0.0885770000885016,-1.58,24.83,
2002,INDONESIA,COBALT,IDN,0.0885770000885016,-1.58,24.83,650.0
2002,INDONESIA,COPPER,IDN,0.0885770000885016,-1.58,24.83,1171726.0
2002,INDONESIA,GOLD,IDN,0.0885770000885016,-1.58,24.83,142238.0
2002,INDONESIA,IRON,IDN,0.0885770000885016,-1.58,24.83,378587.0
2002,INDONESIA,MANGANESE,IDN,0.0885770000885016,-1.58,24.83,
2002,INDONESIA,NICKEL,IDN,0.0885770000885016,-1.58,24.83,121600.0
2002,INDONESIA,SILVER,IDN,0.0885770000885016,-1.58,24.83,293520.0
2002,INDONESIA,TIN,IDN,0.0885770000885016,-1.58,24.83,67455.0
2002,INDONESIA,ZIRCONIUM,IDN,0.0885770000885016,-1.58,24.83,250.0
2002,INDONESIA,COAL,IDN,0.0885770000885016,-1.58,24.83,103329093.0
2002,INDONESIA,NATURAL GAS,IDN,0.0885770000885016,-1.58,24.83,55180877.23150496
2002,INDONESIA,PETROLEUM,IDN,0.0885770000885016,-1.58,24.83,63328705.648116514
2002,INDIA,ALUMINIUM,IND,0.0672056620270679,-1.21,16.67,9867455.0
2002,INDIA,ANTIMONY,IND,0.0672056620270679,-1.21,16.67,
2002,INDIA,ASBESTOS,IND,0.0672056620270679,-1.21,16.67,
2002,INDIA,BARYTES,IND,0.0672056620270679,-1.21,16.67,679628.0
2002,INDIA,CADMIUM,IND,0.0672056620270679,-1.21,16.67,483.0
2002,INDIA,CHROMIUM,IND,0.0672056620270679,-1.21,16.67,3068631.0
2002,INDIA,COPPER,IND,0.0672056620270679,-1.21,16.67,32780.0
2002,INDIA,GOLD,IND,0.0672056620270679,-1.21,16.67,3153.0
2002,INDIA,GRAPHITE,IND,0.0672056620270679,-1.21,16.67,106060.0
2002,INDIA,IRON,IND,0.0672056620270679,-1.21,16.67,99072000.0
2002,INDIA,LEAD,IND,0.0672056620270679,-1.21,16.67,37800.0
2002,INDIA,MAGNESITE,IND,0.0672056620270679,-1.21,16.67,278267.0
2002,INDIA,MAGNESIUM,IND,0.0672056620270679,-1.21,16.67,500.0
2002,INDIA,MANGANESE,IND,0.0672056620270679,-1.21,16.67,1678372.0
2002,INDIA,RARE EARTH,IND,0.0672056620270679,-1.21,16.67,2700.0
2002,INDIA,SILVER,IND,0.0672056620270679,-1.21,16.67,59502.0
2002,INDIA,TIN,IND,0.0672056620270679,-1.21,16.67,
2002,INDIA,TITANIUM,IND,0.0672056620270679,-1.21,16.67,478717.0
2002,INDIA,TUNGSTEN,IND,0.0672056620270679,-1.21,16.67,
2002,INDIA,URANIUM,IND,0.0672056620270679,-1.21,16.67,230.0
2002,INDIA,ZINC,IND,0.0672056620270679,-1.21,16.67,262100.0
2002,INDIA,ZIRCONIUM,IND,0.0672056620270679,-1.21,16.67,23219.0
2002,INDIA,COAL,IND,0.0672056620270679,-1.21,16.67,358107000.0
2002,INDIA,NATURAL GAS,IND,0.0672056620270679,-1.21,16.67,19384721.125
2002,INDIA,PETROLEUM,IND,0.0672056620270679,-1.21,16.67,35242000.00000001
2002,"IRAN, ISLAMIC REP.",,IRN,0.0904914616317456,-0.77,,
2002,IRAQ,ALUMINIUM,IRQ,,-1.6,84.33,
2002,IRAQ,IRON,IRQ,,-1.6,84.33,
2002,IRAQ,NATURAL GAS,IRQ,,-1.6,84.33,1636660.0
2002,IRAQ,PETROLEUM,IRQ,,-1.6,84.33,103873574.85225
2002,ICELAND,,ISL,0.0920082945751117,1.62,88.83,
2002,ISRAEL,COPPER,ISR,0.197082204865665,-1.46,108.83,
2002,ISRAEL,MAGNESITE,ISR,0.197082204865665,-1.46,108.83,
2002,ISRAEL,MAGNESIUM,ISR,0.197082204865665,-1.46,108.83,30000.0
2002,PREFERENTIAL TARIFF FOR CARICOM MDC COUNTRIES,,J72,,,,
2002,JAMAICA,ALUMINIUM,JAM,0.129659334822507,-0.21,118.0,13119449.0
2002,JAMAICA,GOLD,JAM,0.129659334822507,-0.21,118.0,159.0
2002,JORDAN,,JOR,0.075643132567529,-0.46,118.0,
2002,JAPAN,ANTIMONY,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,BARYTES,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,BISMUTH,JPN,0.0998946806713524,1.18,14.5,474.0
2002,JAPAN,CADMIUM,JPN,0.0998946806713524,1.18,14.5,2444.0
2002,JAPAN,CHROMIUM,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,COPPER,JPN,0.0998946806713524,1.18,14.5,1519.0
2002,JAPAN,GOLD,JPN,0.0998946806713524,1.18,14.5,8563.0
2002,JAPAN,GRAPHITE,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,IRON,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,LEAD,JPN,0.0998946806713524,1.18,14.5,5758.0
2002,JAPAN,MAGNESIUM,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,MANGANESE,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,MERCURY,JPN,0.0998946806713524,1.18,14.5,0.0
2002,JAPAN,MOLYBDENUM,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,SILVER,JPN,0.0998946806713524,1.18,14.5,103203.0
2002,JAPAN,TIN,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,TITANIUM,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,TUNGSTEN,JPN,0.0998946806713524,1.18,14.5,
2002,JAPAN,ZINC,JPN,0.0998946806713524,1.18,14.5,41581.0
2002,JAPAN,COAL,JPN,0.0998946806713524,1.18,14.5,1369448.0000000002
2002,PREFERENTIAL TARIFF FOR PICTA COUNTRIES,,K31,,,,
2002,CUSTOMS UNION (RUSSIA-BELARUS-KAZAKHSTAN),,K51,,,,
2002,KAZAKHSTAN,ALUMINIUM,KAZ,0.0836760001619829,0.36,118.0,4376700.0
2002,KAZAKHSTAN,ANTIMONY,KAZ,0.0836760001619829,0.36,118.0,
2002,KAZAKHSTAN,ASBESTOS,KAZ,0.0836760001619829,0.36,118.0,291200.0
2002,KAZAKHSTAN,BARYTES,KAZ,0.0836760001619829,0.36,118.0,80000.0
2002,KAZAKHSTAN,BISMUTH,KAZ,0.0836760001619829,0.36,118.0,161.0
2002,KAZAKHSTAN,CADMIUM,KAZ,0.0836760001619829,0.36,118.0,479.0
2002,KAZAKHSTAN,CHROMIUM,KAZ,0.0836760001619829,0.36,118.0,2369500.0
2002,KAZAKHSTAN,COPPER,KAZ,0.0836760001619829,0.36,118.0,473700.0
2002,KAZAKHSTAN,GOLD,KAZ,0.0836760001619829,0.36,118.0,10959.0
2002,KAZAKHSTAN,IRON,KAZ,0.0836760001619829,0.36,118.0,17675100.0
2002,KAZAKHSTAN,LEAD,KAZ,0.0836760001619829,0.36,118.0,45500.0
2002,KAZAKHSTAN,MAGNESIUM,KAZ,0.0836760001619829,0.36,118.0,17858.0
2002,KAZAKHSTAN,MANGANESE,KAZ,0.0836760001619829,0.36,118.0,1834500.0
2002,KAZAKHSTAN,MOLYBDENUM,KAZ,0.0836760001619829,0.36,118.0,46.0
2002,KAZAKHSTAN,NICKEL,KAZ,0.0836760001619829,0.36,118.0,
2002,KAZAKHSTAN,SILVER,KAZ,0.0836760001619829,0.36,118.0,855612.0
2002,KAZAKHSTAN,TIN,KAZ,0.0836760001619829,0.36,118.0,24.0
2002,KAZAKHSTAN,TUNGSTEN,KAZ,0.0836760001619829,0.36,118.0,
2002,KAZAKHSTAN,URANIUM,KAZ,0.0836760001619829,0.36,118.0,2800.0
2002,KAZAKHSTAN,ZINC,KAZ,0.0836760001619829,0.36,118.0,392400.0
2002,KAZAKHSTAN,COAL,KAZ,0.0836760001619829,0.36,118.0,73730259.85778926
2002,KAZAKHSTAN,NATURAL GAS,KAZ,0.0836760001619829,0.36,118.0,7301641.898421693
2002,KAZAKHSTAN,PETROLEUM,KAZ,0.0836760001619829,0.36,118.0,47271000.0
2002,KENYA,BARYTES,KEN,0.07353246669447,-1.19,33.0,
2002,KENYA,COPPER,KEN,0.07353246669447,-1.19,33.0,
2002,KENYA,GOLD,KEN,0.07353246669447,-1.19,33.0,1477.0
2002,KENYA,LEAD,KEN,0.07353246669447,-1.19,33.0,
2002,KENYA,TITANIUM,KEN,0.07353246669447,-1.19,33.0,
2002,KENYA,ZIRCONIUM,KEN,0.07353246669447,-1.19,33.0,
2002,KYRGYZ REPUBLIC,,KGZ,0.139470116668766,-0.61,118.0,
2002,CAMBODIA,GOLD,KHM,0.323520541863616,-0.72,75.83,
2002,ST. KITTS AND NEVIS,,KNA,0.501911543028688,,118.0,
2002,"KOREA, REP.",,KOR,0.0920580588309722,0.24,,
2002,KUWAIT,NATURAL GAS,KWT,0.12430025340742,-0.15,118.0,6040385.0
2002,KUWAIT,PETROLEUM,KWT,0.12430025340742,-0.15,118.0,98759879.88980718
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,,L10,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,,L11,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,,L14,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 1,,L15,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: CANADA 2,,L16,,,,
2002,GSP FOR LDC BENEFICIARIES: CANADA 2001,,L17,,,,
2002,GSP FOR LDC BENEFICIARIES: CANADA 2008,,L19,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1994,,L20,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1995,,L21,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1996,,L22,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1997,,L23,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1998,,L24,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 1999,,L25,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 2000,,L26,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: EU 2001,,L27,,,,
2002,"GSP LDC BENEFICIARIES: BENEFICIARIES: EU 2004
",,L28,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: JAPAN 19,,L30,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: JAPAN 19,,L31,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: JAPAN 19,,L32,,,,
2002,GSP FOR LDC BENEFICIARIES: BENEFICIARIES: JAPAN 19,,L33,,,,
2002,GSP FOR LDC BENEFICIARIES: JAPAN 1998,,L34,,,,
2002,GSP FOR LDC BENEFICIARIES: JAPAN 1999,,L35,,,,
2002,GSP FOR LDC BENEFICIARIES: JAPAN 2000,,L36,,,,
2002,GSP FOR LDC BENEFICIARIES: JAPAN 2004-2005,,L37,,,,
2002,LDC BENEFICIARIES,,L38,,,,
2002,GSP FOR LDC BENEFICIARIES: JAPAN 2007,,L39,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 1997,,L43,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 1998,,L44,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 1999,,L45,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 2000,,L46,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 2002,,L47,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 2003,,L48,,,,
2002,LDC 51 COUNTRIES,,L50,,,,
2002,GSP FOR LDC BENEFICIARIES: AUSTRALIA 1996,,L51,,,,
2002,GSP FOR LDC BENEFICIARIES: HUNGARY 1996,,L52,,,,
2002,GSP FOR LDC BENEFICIARIES: NEW ZEALAND 1996,,L53,,,,
2002,GSP FOR LDC BENEFICIARIES: NORWAY 1996,,L54,,,,
2002,GSP FOR LDC BENEFICIARIES: NORWAY 1998,,L56,,,,
2002,GSP FOR LDC BENEFICIARIES: POLAND 1994,,L57,,,,
2002,GSP FOR LDC BENEFICIARIES: POLAND 1995,,L58,,,,
2002,GSP FOR LDC BENEFICIARIES: POLAND 1996,,L59,,,,
2002,GSP FOR LDC BENEFICIARIES: RUSSIA 1996,,L60,,,,
2002,GSP FOR LDC BENEFICIARIES: SWITZERLAND 1995,,L61,,,,
2002,GSP FOR LDC BENEFICIARIES: SWITZERLAND 1996,,L62,,,,
2002,GSP FOR LDC BENEFICIARIES: SWITZERLAND 1997,,L63,,,,
2002,LDC BENEFICIARIES:TURKEY 1999,,L64,,,,
2002,PREFERENTIAL TARIFF FOR AFRICAN LDC COUNTRIES,,L69,,,,
2002,GSP2: AUSTRALIA 2006 (CODE 'DC'),,L70,,,,
2002,GSP FOR LDC: AUSTRALIA 2006 (CODE 'LDC'),,L71,,,,
2002,SWITZERLAND LDC GSP BENEFICIARY COUNTRIES IN 2009,,L72,,,,
2002,LDC 51 COUNTRIES,,L77,,,,
2002,PREFERENTIAL DUTY FOR 27 AFRICAN LDCS:CHINA 2008,,L79,,,,
2002,PREF FOR 5 ASIAN AND PACIFIC LDCS: CHINA 2008,,L80,,,,
2002,PREFERENTIAL DUTY FOR 3 AFRICAN LDCS:CHINA 2008,,L81,,,,
2002,SPECIAL PREFERENTIAL DUTY FOR 31 AFRICAN COUNTRIES,,L82,,,,
2002,SPECIAL PREFERENTIAL FOR 6 ASIA PACIFIC COUNTRIES,,L83,,,,
2002,PREFERENTIAL TARIFF FOR EPA COUNTRIES,,L85,,,,
2002,AGOA ELIGIBLE FOR CERTAIN TEXTILES AND APPAREL,,L87,,,,
2002,LDC BENEFICIARIES IN 2009,,L90,,,,
2002,GSP FOR LDC BENEFICIARIES: USA 2010,,L91,,,,
2002,LAO PDR,,LAO,,-0.1,,
2002,LEBANON,,LBN,0.0918510916439877,-0.35,54.67,
2002,LIBERIA,GOLD,LBR,,-2.19,89.5,
2002,LIBERIA,IRON,LBR,,-2.19,89.5,0.0
2002,LIBYA,NATURAL GAS,LBY,,-0.1,73.67,4091650.000000001
2002,LIBYA,PETROLEUM,LBY,,-0.1,73.67,64553936.61519679
2002,ST. LUCIA,,LCA,0.814228444974516,0.36,118.0,
2002,LIECHTENSTEIN,,LIE,,1.28,,
2002,SRI LANKA,GRAPHITE,LKA,0.179502030647349,-0.78,41.83,3619.0
2002,SRI LANKA,RARE EARTH,LKA,0.179502030647349,-0.78,41.83,
2002,SRI LANKA,TITANIUM,LKA,0.179502030647349,-0.78,41.83,0.0
2002,SRI LANKA,ZIRCONIUM,LKA,0.179502030647349,-0.78,41.83,0.0
2002,LESOTHO,,LSO,0.906731728122975,-0.05,64.67,
2002,LITHUANIA,,LTU,0.0536413962881143,0.89,118.0,
2002,LATVIA,,LVA,0.0817410903675581,0.94,86.83,
2002,PREFERENTIAL TARIFF FOR SELECTED GSTP COUNTRIES,,M01,,,,
2002,EU 27 MEMBERS,,M02,,,,
2002,ASIA-PACIFIC TRADE AGREEMENT (APTA),,M03,,,,
2002,SIECA MEMBER STATES,,M04,,,,
2002,COMESA FREE TRADE AREA IN 2007,,M05,,,,
2002,COUNTRIES MEMBERS OF THE INDIAN OCEAN COMMISSION (,,M06,,,,
2002,COMESA COUNTRIES NOT MEMBERS OF THE FTA IN 2007,,M07,,,,
2002,AGADIR COUNTRIES,,M08,,,,
2002,SWITZERLAND LDC GSP BENEFICIARY COUNTRIES IN 2008,,M10,,,,
2002,SWITZERLAND GSP BENEFICIARY  COUNTRIES IN 2008,,M11,,,,
2002,COMESA FREE TRADE AREA 2008,,M12,,,,
2002,EU COUNTRIES (32 TERRITORIES):SWITZERLAND 2009,,M13,,,,
2002,SWITZERLAND GSP BENEFICIARY  COUNTRIES IN 2009,,M14,,,,
2002,PREFERENTIAL TARIFF FOR APTA(LDC)COUNTRIES,,M15,,,,
2002,COMESA COUNTRIES NOT MEMBERS OF THE FTA IN 2009,,M16,,,,
2002,MACAO,,MAC,0.274291338131397,,,
2002,MOROCCO,ANTIMONY,MAR,0.112007164038612,-0.26,79.67,
2002,MOROCCO,BARYTES,MAR,0.112007164038612,-0.26,79.67,487626.0
2002,MOROCCO,COBALT,MAR,0.112007164038612,-0.26,79.67,1335.0
2002,MOROCCO,COPPER,MAR,0.112007164038612,-0.26,79.67,4994.0
2002,MOROCCO,GOLD,MAR,0.112007164038612,-0.26,79.67,2747.0
2002,MOROCCO,IRON,MAR,0.112007164038612,-0.26,79.67,8736.0
2002,MOROCCO,LEAD,MAR,0.112007164038612,-0.26,79.67,62417.0
2002,MOROCCO,MANGANESE,MAR,0.112007164038612,-0.26,79.67,17484.0
2002,MOROCCO,MERCURY,MAR,0.112007164038612,-0.26,79.67,10.0
2002,MOROCCO,NICKEL,MAR,0.112007164038612,-0.26,79.67,
2002,MOROCCO,SILVER,MAR,0.112007164038612,-0.26,79.67,276800.0
2002,MOROCCO,TIN,MAR,0.112007164038612,-0.26,79.67,
2002,MOROCCO,ZINC,MAR,0.112007164038612,-0.26,79.67,90513.0
2002,MOLDOVA,,MDA,0.14321496544464,-0.16,118.0,
2002,MADAGASCAR,CHROMIUM,MDG,0.218272469173051,-0.23,40.33,10737.0
2002,MADAGASCAR,COBALT,MDG,0.218272469173051,-0.23,40.33,
2002,MADAGASCAR,GOLD,MDG,0.218272469173051,-0.23,40.33,2802.0
2002,MADAGASCAR,GRAPHITE,MDG,0.218272469173051,-0.23,40.33,7522.0
2002,MADAGASCAR,NICKEL,MDG,0.218272469173051,-0.23,40.33,
2002,MADAGASCAR,RARE EARTH,MDG,0.218272469173051,-0.23,40.33,
2002,MADAGASCAR,TITANIUM,MDG,0.218272469173051,-0.23,40.33,
2002,MADAGASCAR,ZIRCONIUM,MDG,0.218272469173051,-0.23,40.33,
2002,MALDIVES,,MDV,0.272740774854406,1.08,97.33,
2002,MEXICO,ALUMINIUM,MEX,0.707587786514563,-0.06,59.5,
2002,MEXICO,ANTIMONY,MEX,0.707587786514563,-0.06,59.5,155.0
2002,MEXICO,ASBESTOS,MEX,0.707587786514563,-0.06,59.5,
2002,MEXICO,BARYTES,MEX,0.707587786514563,-0.06,59.5,163620.0
2002,MEXICO,BISMUTH,MEX,0.707587786514563,-0.06,59.5,1126.0
2002,MEXICO,CADMIUM,MEX,0.707587786514563,-0.06,59.5,1382.0
2002,MEXICO,COPPER,MEX,0.707587786514563,-0.06,59.5,329574.0
2002,MEXICO,GOLD,MEX,0.707587786514563,-0.06,59.5,21324.0
2002,MEXICO,GRAPHITE,MEX,0.707587786514563,-0.06,59.5,14065.0
2002,MEXICO,IRON,MEX,0.707587786514563,-0.06,59.5,9966000.0
2002,MEXICO,LEAD,MEX,0.707587786514563,-0.06,59.5,138707.0
2002,MEXICO,MAGNESITE,MEX,0.707587786514563,-0.06,59.5,
2002,MEXICO,MANGANESE,MEX,0.707587786514563,-0.06,59.5,233025.0
2002,MEXICO,MERCURY,MEX,0.707587786514563,-0.06,59.5,15.0
2002,MEXICO,MOLYBDENUM,MEX,0.707587786514563,-0.06,59.5,3428.0
2002,MEXICO,SILVER,MEX,0.707587786514563,-0.06,59.5,2746989.0
2002,MEXICO,TIN,MEX,0.707587786514563,-0.06,59.5,
2002,MEXICO,TUNGSTEN,MEX,0.707587786514563,-0.06,59.5,
2002,MEXICO,ZINC,MEX,0.707587786514563,-0.06,59.5,446104.0
2002,MEXICO,COAL,MEX,0.707587786514563,-0.06,59.5,7079758.976309309
2002,MEXICO,NATURAL GAS,MEX,0.707587786514563,-0.06,59.5,24621243.305555552
2002,MEXICO,PETROLEUM,MEX,0.707587786514563,-0.06,59.5,177820861.0899376
2002,"MACEDONIA, FYR",,MKD,0.0977227841325926,,,
2002,MALI,GOLD,MLI,0.436439863372005,0.41,79.67,56019.0
2002,MALI,IRON,MLI,0.436439863372005,0.41,79.67,
2002,MALI,MANGANESE,MLI,0.436439863372005,0.41,79.67,
2002,MALI,SILVER,MLI,0.436439863372005,0.41,79.67,
2002,MALTA,,MLT,0.0771305786451881,1.6,67.33,
2002,MYANMAR,RARE EARTH,MMR,,-1.41,31.33,
2002,MONGOLIA,COPPER,MNG,,1.17,31.67,131700.0
2002,MONGOLIA,GOLD,MNG,,1.17,31.67,12097.0
2002,MONGOLIA,IRON,MNG,,1.17,31.67,
2002,MONGOLIA,MOLYBDENUM,MNG,,1.17,31.67,1590.0
2002,MONGOLIA,SILVER,MNG,,1.17,31.67,21000.0
2002,MONGOLIA,TIN,MNG,,1.17,31.67,
2002,MONGOLIA,TUNGSTEN,MNG,,1.17,31.67,35.0
2002,MONGOLIA,ZINC,MNG,,1.17,31.67,0.0
2002,MONGOLIA,COAL,MNG,,1.17,31.67,5544400.0
2002,MONTENEGRO,ALUMINIUM,MNT,,,78.0,0.0
2002,MONTENEGRO,LEAD,MNT,,,78.0,
2002,MONTENEGRO,ZINC,MNT,,,78.0,
2002,MOZAMBIQUE,ALUMINIUM,MOZ,0.143065954786358,0.19,2.67,9119.0
2002,MOZAMBIQUE,ASBESTOS,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,COPPER,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,GOLD,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,GRAPHITE,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,LITHIUM,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,TITANIUM,MOZ,0.143065954786358,0.19,2.67,
2002,MOZAMBIQUE,ZIRCONIUM,MOZ,0.143065954786358,0.19,2.67,
2002,MAURITANIA,COPPER,MRT,0.0812894526600981,0.38,63.0,
2002,MAURITANIA,GOLD,MRT,0.0812894526600981,0.38,63.0,
2002,MAURITANIA,IRON,MRT,0.0812894526600981,0.38,63.0,9554000.0
2002,MONTSERRAT,,MSR,0.0675907101780222,,,
2002,MAURITIUS,,MUS,0.179908049873811,1.12,105.17,
2002,MALAWI,IRON,MWI,0.0636646964952923,0.01,15.17,
2002,MALAWI,URANIUM,MWI,0.0636646964952923,0.01,15.17,
2002,MALAYSIA,ALUMINIUM,MYS,0.0992237224425152,0.54,87.33,39975.0
2002,MALAYSIA,ANTIMONY,MYS,0.0992237224425152,0.54,87.33,
2002,MALAYSIA,BARYTES,MYS,0.0992237224425152,0.54,87.33,3082.0
2002,MALAYSIA,COPPER,MYS,0.0992237224425152,0.54,87.33,
2002,MALAYSIA,GOLD,MYS,0.0992237224425152,0.54,87.33,4289.0
2002,MALAYSIA,IRON,MYS,0.0992237224425152,0.54,87.33,404350.0
2002,MALAYSIA,MAGNESIUM,MYS,0.0992237224425152,0.54,87.33,
2002,MALAYSIA,MANGANESE,MYS,0.0992237224425152,0.54,87.33,
2002,MALAYSIA,RARE EARTH,MYS,0.0992237224425152,0.54,87.33,240.0
2002,MALAYSIA,SILVER,MYS,0.0992237224425152,0.54,87.33,0.0
2002,MALAYSIA,TIN,MYS,0.0992237224425152,0.54,87.33,4215.0
2002,MALAYSIA,TITANIUM,MYS,0.0992237224425152,0.54,87.33,106198.0
2002,MALAYSIA,TUNGSTEN,MYS,0.0992237224425152,0.54,87.33,
2002,MALAYSIA,ZIRCONIUM,MYS,0.0992237224425152,0.54,87.33,5293.0
2002,MALAYSIA,NATURAL GAS,MYS,0.0992237224425152,0.54,87.33,36929367.02
2002,MALAYSIA,PETROLEUM,MYS,0.0992237224425152,0.54,87.33,34218274.25388416
2002,MAYOTTE,,MYT,0.892326142768635,,,
2002,DEVELOPING COUNTRIES,,N01,,,,
2002,EUROPEAN UNION,,N04,,,,
2002,EUROPEAN FREE TRADE ASSOCIATION,,N05,,,,
2002,"ACP (AFRICA, CARIBBEAN AND PACIFIC)",,N08,,,,
2002,LEAST DEVELOPED COUNTRIES,,N09,,,,
2002,MAGHREB COUNTRIES,,N12,,,,
2002,UDEAC,,N13,,,,
2002,ECOWAS,,N14,,,,
2002,COMESA,,N16,,,,
2002,"BOSNIA, CROATIA AND MACEDONIA",,N19,,,,
2002,TAG,,N20,,,,
2002,ANDEANGROUP AND CENTRAL AMERICAN COMMON MARKET,,N22,,,,
2002,COMESA,,N23,,,,
2002,EAST AFRICAN COMMUNITY,,N24,,,,
2002,COMESA FREE TRADE AREA IN 2003,,N25,,,,
2002,SACU (SOUTHERN AFRICAN CUSTOMS UNION),,N26,,,,
2002,COMESA FREE TRADE AREA 2005,,N27,,,,
2002,COMESA FREE TRADE AREA 2006,,N28,,,,
2002,PERU AND PANAMA,,N29,,,,
2002,LAIA (ALADI),,N32,,,,
2002,ANDEAN PACT COUNTRIES,,N33,,,,
2002,C. AMERICAN COMMON MARKET,,N34,,,,
2002,CARIBBEAN COMMUNITY,,N35,,,,
2002,MERCOSUR,,N37,,,,
2002,AFRICAN GROWTH AND OPPORTUNITY ACT (AGOA) PREFEREN,,N39,,,,
2002,ASEAN,,N44,,,,
2002,BANGKOK AGREEMENT,,N45,,,,
2002,SAARC,,N47,,,,
2002,"BHUTAN, MALDIVES, NEPAL",,N48,,,,
2002,AGOA BENEFICIARIES: USA 2002,,N49,,,,
2002,CARIBBEAN BASIN TRADE PARTNERSHIP ACT : 2002      ,,N51,,,,
2002,ASEAN,,N52,,,,
2002,AGOA BENEFICIARIES: USA 2004,,N54,,,,
2002,EU BENEFICIARIES:SWITZERLAND 2004,,N55,,,,
2002,EFTA BENEFICIARIES:SWITZERLAND 2004,,N56,,,,
2002,GSP BENEFICIARIES: SWITZERLAND 2004,,N57,,,,
2002,SADC,,N58,,,,
2002,CEMAC MEMBER STATES,,N59,,,,
2002,AGOA BENEFICIARIES: USA 2005,,N60,,,,
2002,GULF COOPERATION COUNCIL (GCC) COUNTRIES,,N61,,,,
2002,LEAGUE OF ARAB STATES,,N62,,,,
2002,EU25,,N63,,,,
2002,COUNTRIES OF THE PROTOCOL OF 16,,N64,,,,
2002,GSP BENEFICIARIES: TURKEY 2005,,N65,,,,
2002,"CARIBBEAN COMMUNITY
 (CARICOM COUNTRIES)",,N66,,,,
2002,CARIBBEAN COMMUNITY - CARICOM LDC MEMBERS,,N67,,,,
2002,CARIBBEAN COMMUNITY - MDC MEMBERS,,N68,,,,
2002,UEMOA,,N69,,,,
2002,FORUM ISLANDS COUNTRIES,,N72,,,,
2002,CARIBBEAN BASIN TRADE PARTNERSHIP ACT : 2006,,N73,,,,
2002,SADC COUNTRIES EXCLUDING SOUTH AFRICA,,N74,,,,
2002,PREFERENTIAL TARIFF FOR CAFTA COUNTRIES,,N75,,,,
2002,AGOA BENEFICIARIES: USA 2006,,N78,,,,
2002,PREFERENTIAL TARIFF FOR MSG COUNTRIES,,N79,,,,
2002,CIS COUNTRIES,,N80,,,,
2002,GSTP 48 SIGNATORIES,,N82,,,,
2002,GSTP - LDCS,,N85,,,,
2002,FORUM ISLANDS COUNTRIES,,N86,,,,
2002,"HONG KONG, KOREA REP., SINGAPORE, TAIWAN",,N87,,,,
2002,BRITISH PREFERENTIAL TARIFF FOR CANADA,,N88,,,,
2002,"CZECH REP.,SLOVAKIA",,N89,,,,
