Year,Country,iso3code,hhi,Country/Territory,Code,Stability value,CRI Rank,Country_y,CRI score,Fatalities in 2019 (Rank),Fatalities per 100 000 inhab- itants (Rank),Losses in million US$ (PPP) (Rank),Losses per unit GDP in% (Rank),VERSION DOC,Domestic Production Value,Product
2012,FINLAND,FIN,0.0422099685557005,FINLAND,FIN,1.4,112,FINLAND,97.83,106.0,106.0,73.0,98.0,2019.0,10479.0,SILVER
2012,FINLAND,FIN,0.0422099685557005,FINLAND,FIN,1.4,112,FINLAND,97.83,106.0,106.0,73.0,98.0,2019.0,,TITANIUM
2012,FINLAND,FIN,0.0422099685557005,FINLAND,FIN,1.4,112,FINLAND,97.83,106.0,106.0,73.0,98.0,2019.0,52200.0,ZINC
2012,FIJI,FJI,0.133649054811098,FIJI,FJI,-0.07,75,FIJI,73.0,90.0,23.0,118.0,92.0,2019.0,349556.0,ALUMINIUM
2012,FIJI,FJI,0.133649054811098,FIJI,FJI,-0.07,75,FIJI,73.0,90.0,23.0,118.0,92.0,2019.0,1439.0,GOLD
2012,FIJI,FJI,0.133649054811098,FIJI,FJI,-0.07,75,FIJI,73.0,90.0,23.0,118.0,92.0,2019.0,,MANGANESE
2012,FIJI,FJI,0.133649054811098,FIJI,FJI,-0.07,75,FIJI,73.0,90.0,23.0,118.0,92.0,2019.0,342.0,SILVER
2012,FAEROE ISLANDS,FRO,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1994,G10,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1995,G11,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1996,G12,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1997,G13,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1998,G14,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 1999,G15,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 2000,G16,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES:CANADA 2004,G17,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 2005,G18,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: CANADA 2008,G19,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1994,G20,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1995,G21,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1996,G22,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1997,G23,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1998,G24,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 1999,G25,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: EU 2000,G26,,,,,,,,,,,,,,
2012,"GSP BENEFICIARIES: EU 2004
",G27,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1994,G30,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1995,G31,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1996,G32,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1997,G33,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1998,G34,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 1999,G35,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 2000,G36,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 2004-2005,G37,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 2005,G38,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 2006,G39,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1994,G40,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1995,G41,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1996,G42,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1997,G43,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1998,G44,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 1999,G45,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2000,G46,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2002,G47,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2003,G48,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2004,G49,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2005,G50,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: AUSTRALIA 1996,G51,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: HUNGARY 1996,G52,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: NEW ZEALAND 1996,G53,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: NORWAY 1996,G54,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: POLAND 1994,G57,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: POLAND 1995,G58,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: POLAND 1996,G59,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: RUSSIA 1996,G60,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: SWITZERLAND 1996,G61,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: SWITZERLAND 1997,G62,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: NEW ZEALAND 2005,G63,,,,,,,,,,,,,,
2012,"GSP BENEFICIARIES: NEW ZEALAND 2006
",G64,,,,,,,,,,,,,,
2012,GSP1: AUSTRALIA 2006 (CODE 'DCS'),G65,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: JAPAN 2007,G70,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2006,G80,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2007,G81,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2009,G82,,,,,,,,,,,,,,
2012,GSP BENEFICIARIES: USA 2010,G83,,,,,,,,,,,,,,
2012,GABON,GAB,,GABON,GAB,0.29,130,GABON,118.0,106.0,106.0,130.0,130.0,2019.0,684.0,GOLD
2012,GABON,GAB,,GABON,GAB,0.29,130,GABON,118.0,106.0,106.0,130.0,130.0,2019.0,3363170.0,MANGANESE
2012,GABON,GAB,,GABON,GAB,0.29,130,GABON,118.0,106.0,106.0,130.0,130.0,2019.0,,URANIUM
2012,GABON,GAB,,GABON,GAB,0.29,130,GABON,118.0,106.0,106.0,130.0,130.0,2019.0,11072526.402188784,PETROLEUM
2012,GAZA STRIP,GAZ,,,,,,,,,,,,,,
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,30000.0,BARYTES
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,,CADMIUM
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,,COPPER
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,102.0,GOLD
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,,IRON
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,61.0,LEAD
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,230.0,SILVER
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,0.0,TIN
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,0.0,TUNGSTEN
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,,ZINC
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,16966667.060472485,COAL
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,28610441.028839484,NATURAL GAS
2012,UNITED KINGDOM,GBR,0.0470971790510431,UNITED KINGDOM,GBR,0.4,102,UNITED KINGDOM,90.83,84.0,105.0,39.0,106.0,2019.0,44560820.00000001,PETROLEUM
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,0.0,BARYTES
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,6800.0,COPPER
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,3100.0,GOLD
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,,LEAD
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,370000.0,MANGANESE
2012,GEORGIA,GEO,0.0452006294607527,GEORGIA,GEO,-0.68,108,GEORGIA,93.17,106.0,106.0,91.0,75.0,2019.0,,ZINC
2012,GHANA,GHA,0.0764588303985333,GHANA,GHA,0.13,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,752771.0,ALUMINIUM
2012,GHANA,GHA,0.0764588303985333,GHANA,GHA,0.13,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,128600.0,GOLD
2012,GHANA,GHA,0.0764588303985333,GHANA,GHA,0.13,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,1490634.0,MANGANESE
2012,GHANA,GHA,0.0764588303985333,GHANA,GHA,0.13,42,GHANA,53.33,29.0,30.0,71.0,80.0,2019.0,3900.0,SILVER
2012,GUINEA,GIN,,GUINEA,GIN,-1.29,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,17823000.0,ALUMINIUM
2012,GUINEA,GIN,,GUINEA,GIN,-1.29,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,16154.0,GOLD
2012,GUINEA,GIN,,GUINEA,GIN,-1.29,115,GUINEA,99.17,72.0,72.0,127.0,126.0,2019.0,15163405.772170711,PETROLEUM
2012,"GAMBIA, THE",GMB,0.278740538193642,"GAMBIA, THE",GMB,0.0,,,,,,,,,,
2012,GUINEA-BISSAU,GNB,,GUINEA-BISSAU,GNB,-0.97,130,GUINEA-BISSAU,118.0,106.0,106.0,130.0,130.0,2019.0,,
2012,EQUATORIAL GUINEA,GNQ,,EQUATORIAL GUINEA,GNQ,0.23,,,,,,,,,,GOLD
2012,GRENADA,GRD,0.0736870771099213,GRENADA,GRD,0.49,130,GRENADA,118.0,106.0,106.0,130.0,130.0,2019.0,,
2012,GREENLAND,GRL,0.367040446493243,GREENLAND,GRL,1.93,,,,,,,,,307.0,GOLD
2012,GREENLAND,GRL,0.367040446493243,GREENLAND,GRL,1.93,,,,,,,,,,LEAD
2012,GREENLAND,GRL,0.367040446493243,GREENLAND,GRL,1.93,,,,,,,,,27.0,SILVER
2012,GREENLAND,GRL,0.367040446493243,GREENLAND,GRL,1.93,,,,,,,,,,ZINC
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,62.0,ANTIMONY
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,91.0,BARYTES
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,,COPPER
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,6473.0,GOLD
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,1000.0,IRON
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,2300.0,LEAD
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,27132.0,MAGNESITE
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,2400.0,NICKEL
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,204681.0,SILVER
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,,TUNGSTEN
2012,GUATEMALA,GTM,0.211843843428398,GUATEMALA,GTM,-0.63,62,GUATEMALA,65.67,60.0,66.0,66.0,68.0,2019.0,442.0,ZINC
2012,FRENCH GUIANA,GUF,,FRENCH GUIANA,GUF,0.22,,,,,,,,,1147.0,GOLD
2012,GUYANA,GUY,0.175704377029105,GUYANA,GUY,-0.5,130,GUYANA,118.0,106.0,106.0,130.0,130.0,2019.0,2213972.0,ALUMINIUM
2012,GUYANA,GUY,0.175704377029105,GUYANA,GUY,-0.5,130,GUYANA,118.0,106.0,106.0,130.0,130.0,2019.0,13643.0,GOLD
2012,EUROPEAN COMMUNITY 12  (-1994),H01,,,,,,,,,,,,,,
2012,EFTA 6 (-1994),H02,,,,,,,,,,,,,,
2012,"HONG KONG, CHINA",HKG,0.0704751173106787,,,,,,,,,,,,,
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,0.0,ANTIMONY
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,,COPPER
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,1859.0,GOLD
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,12400.0,LEAD
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,51896.0,SILVER
2012,HONDURAS,HND,0.318026557172427,HONDURAS,HND,-0.35,79,HONDURAS,73.33,90.0,93.0,72.0,46.0,2019.0,26000.0,ZINC
2012,CROATIA,HRV,0.0653073597006882,CROATIA,HRV,0.61,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,5690.0,ALUMINIUM
2012,CROATIA,HRV,0.0653073597006882,CROATIA,HRV,0.61,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,,BARYTES
2012,CROATIA,HRV,0.0653073597006882,CROATIA,HRV,0.61,81,CROATIA,75.17,106.0,106.0,51.0,41.0,2019.0,,SILVER
2012,HAITI,HTI,,HAITI,HTI,-0.79,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,ALUMINIUM
2012,HAITI,HTI,,HAITI,HTI,-0.79,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,COPPER
2012,HAITI,HTI,,HAITI,HTI,-0.79,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,GOLD
2012,HAITI,HTI,,HAITI,HTI,-0.79,50,HAITI,58.33,60.0,51.0,94.0,47.0,2019.0,,SILVER
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,255000.0,ALUMINIUM
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,COPPER
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,GOLD
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,IRON
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,LEAD
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,51000.0,MANGANESE
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,SILVER
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,URANIUM
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,,ZINC
2012,HUNGARY,HUN,0.0843211307884059,HUNGARY,HUN,0.68,97,HUNGARY,85.83,106.0,106.0,55.0,71.0,2019.0,9290000.0,COAL
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,31443325.0,ALUMINIUM
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,ASBESTOS
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,CHROMIUM
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,3600.0,COBALT
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,398100.0,COPPER
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,69291.0,GOLD
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,11545752.0,IRON
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,,MANGANESE
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,1013000.0,NICKEL
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,247827.0,SILVER
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,103324.0,TIN
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,109000.0,ZIRCONIUM
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,385899100.0,COAL
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,57158686.07526195,NATURAL GAS
2012,INDONESIA,IDN,0.0703050188089533,INDONESIA,IDN,-0.59,14,INDONESIA,24.83,3.0,31.0,6.0,39.0,2019.0,44588859.88438369,PETROLEUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,16507960.0,ALUMINIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,ANTIMONY
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,ASBESTOS
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,1789431.0,BARYTES
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,391.0,CADMIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,2833895.0,CHROMIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,29281.0,COPPER
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,1588.0,GOLD
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,134735.0,GRAPHITE
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,136618000.0,IRON
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,104345.0,LEAD
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,224315.0,MAGNESITE
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,200.0,MAGNESIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,2342169.0,MANGANESE
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,1700.0,RARE EARTH
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,374046.0,SILVER
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,36.0,TIN
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,738524.0,TITANIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,,TUNGSTEN
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,385.0,URANIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,759527.0,ZINC
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,21125.0,ZIRCONIUM
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,605616000.0,COAL
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,27205510.64682547,NATURAL GAS
2012,INDIA,IND,0.0436529649924783,INDIA,IND,-1.29,7,INDIA,16.67,1.0,36.0,1.0,13.0,2019.0,42548619.0,PETROLEUM
2012,"IRAN, ISLAMIC REP.",IRN,,"IRAN, ISLAMIC REP.",IRN,-1.32,,,,,,,,,,
2012,IRAQ,IRQ,,IRAQ,IRQ,-1.93,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,,ALUMINIUM
2012,IRAQ,IRQ,,IRAQ,IRQ,-1.93,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,,IRON
2012,IRAQ,IRQ,,IRAQ,IRQ,-1.93,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,4629181.850000001,NATURAL GAS
2012,IRAQ,IRQ,,IRAQ,IRQ,-1.93,94,IRAQ,84.33,56.0,77.0,76.0,110.0,2019.0,151315150.77481505,PETROLEUM
2012,ICELAND,ISL,0.108291076757987,ICELAND,ISL,1.25,100,ICELAND,88.83,106.0,106.0,101.0,57.0,2019.0,,
2012,ISRAEL,ISR,0.128880697141439,ISRAEL,ISR,-1.08,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,,COPPER
2012,ISRAEL,ISR,0.128880697141439,ISRAEL,ISR,-1.08,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,105610.0,MAGNESITE
2012,ISRAEL,ISR,0.128880697141439,ISRAEL,ISR,-1.08,128,ISRAEL,108.83,90.0,88.0,129.0,129.0,2019.0,27292.0,MAGNESIUM
2012,PREFERENTIAL TARIFF FOR CARICOM MDC COUNTRIES,J72,,,,,,,,,,,,,,
2012,JAMAICA,JAM,0.159111754982614,JAMAICA,JAM,0.12,130,JAMAICA,118.0,106.0,106.0,130.0,130.0,2019.0,9339291.0,ALUMINIUM
2012,JAMAICA,JAM,0.159111754982614,JAMAICA,JAM,0.12,130,JAMAICA,118.0,106.0,106.0,130.0,130.0,2019.0,,GOLD
2012,JORDAN,JOR,0.0870896189100339,JORDAN,JOR,-0.52,130,JORDAN,118.0,106.0,106.0,130.0,130.0,2019.0,,
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,ANTIMONY
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,BARYTES
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,446.0,BISMUTH
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,1856.0,CADMIUM
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,CHROMIUM
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,COPPER
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,7232.0,GOLD
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,GRAPHITE
2012,JAPAN,JPN,0.0827318179294175,JAPAN,JPN,0.95,4,JAPAN,14.5,9.0,20.0,2.0,18.0,2019.0,,IRON
