,Year,Country,iso3code,hhi
0,2021,Selected Developing Countries for Switzerland,A01,
1,2021,Caribbean Economic Recovery Act: USA 2007,A02,
2,2021,Caribbean Economic Recovery Act: USA 2009,A03,
3,2021,Preferential tariff for selected african countries,A04,
4,2021,Norway tariff for lower income GSP countries,A05,
5,2021,Preferential tariff for COMESA FTA,A07,
6,2021,Preferential tariff for COMESA Non-FTA,A08,
7,2021,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2021,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2021,Preferential tariff for EU + EFTA,A11,
10,2021,(SAARC) Preferential for Sri Lanka and India,A12,
11,2021,(AANZFTA) Preferential for AUS and NZL,A13,
12,2021,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2021,Egypt (GSTP) Countries ,A15,
14,2021,Egypt (GSTP) Selected LDCs Countries,A16,
15,2021,LDC Beneficiaries in 2014,A17,
16,2021,LDC Beneficiaries in 2014,A18,
17,2021,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2021,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2021,LDC Beneficiaries: Tajikistan 2014,A21,
20,2021,GSP for LDC Beneficiaries: USA 2014,A22,
21,2021,LDC Beneficiaries: China 2014,A23,
22,2021,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2021,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2021,GSP Beneficiaries: Canada 2014,A26,
25,2021,GSP Beneficiaries: Japan 2014,A27,
26,2021,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2021,GSP Beneficiaries: USA 2014,A29,
28,2021,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2021,GSP Beneficiaries: Russia 2014,A31,
30,2021,GSP Beneficiaries: New Zealand 2014,A32,
31,2021,GSP Beneficiaries: Norway 2014,A33,
32,2021,GSP Beneficiaries: EU 2014,A34,
33,2021,COMESA Free Trade Area in 2014,A35,
34,2021,EU 28 members 2013,A36,
35,2021,"EU 28 + GUF,SMR",A37,
36,2021,Pacific Islands Forum,A38,
37,2021,The European Free Trade Association (EFTA),A39,
38,2021,AGOA beneficiaries: USA 2014,A40,
39,2021,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2021,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2021,Switzerland and Liechtenstein,A43,
42,2021,Costa Rica and Panama,A44,
43,2021,Commonwealth of Independent States (CIS),A45,
44,2021,Bangladesh and  of Laos,A46,
45,2021,Global System of Trade Preferences (GSTP),A47,
46,2021,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2021,Preferential tariff for 4 selected LDCs,A49,
48,2021,Aruba,ABW,
49,2021,Afghanistan,AFG,
50,2021,Angola,AGO,
51,2021,Anguila,AIA,
52,2021,Albania,ALB,
53,2021,Andorra,AND,
54,2021,Netherlands Antilles,ANT,
55,2021,United Arab Emirates,ARE,
56,2021,Argentina,ARG,
57,2021,Armenia,ARM,
58,2021,Antigua and Barbuda,ATG,
59,2021,Australia,AUS,
60,2021,Austria,AUT,
61,2021,Azerbaijan,AZE,
62,2021,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2021,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2021,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2021,China Selected LDCs countries,B04,
66,2021,Burundi,BDI,
67,2021,Benin,BEN,
68,2021,Burkina Faso,BFA,
69,2021,Bangladesh,BGD,
70,2021,Bulgaria,BGR,
71,2021,Bahrain,BHR,
72,2021,"Bahamas, The",BHS,
73,2021,Bosnia and Herzegovina,BIH,
74,2021,Belarus,BLR,
75,2021,Belize,BLZ,
76,2021,Bermuda,BMU,
77,2021,Bolivia,BOL,
78,2021,Brazil,BRA,
79,2021,Barbados,BRB,
80,2021,Brunei,BRN,
81,2021,Bhutan,BTN,
82,2021,Botswana,BWA,
83,2021,Andean Trade Preference Act 2009,C01,
84,2021,ASEAN-Australia-New Zealand Free Trade Area,C02,
85,2021,"Hong Kong, Korea Rep., Taiwan",C03,
86,2021,Andean Trade Preference Act 2010,C04,
87,2021,Central African Republic,CAF,
88,2021,Canada,CAN,
89,2021,Switzerland,CHE,
90,2021,Chile,CHL,
91,2021,China,CHN,
92,2021,Cote d'Ivoire,CIV,
93,2021,Cameroon,CMR,
94,2021,"Congo, Rep.",COG,
95,2021,Cook Islands,COK,
96,2021,Colombia,COL,
97,2021,Comoros,COM,
98,2021,Cape Verde,CPV,
99,2021,Costa Rica,CRI,
100,2021,Czechoslovakia,CSK,
101,2021,Cuba,CUB,
102,2021,Cyprus,CYP,
103,2021,Czech Republic,CZE,
104,2021,Djibouti,DJI,
105,2021,Dominica,DMA,
106,2021,Dominican Republic,DOM,
107,2021,Algeria,DZA,
108,2021,Ecuador,ECU,
109,2021,"Egypt, Arab Rep.",EGY,
110,2021,Eritrea,ERI,
111,2021,Estonia,EST,
112,2021,Ethiopia(excludes Eritrea),ETH,
113,2021,European Union,EUN,
114,2021,Finland,FIN,
115,2021,Fiji,FJI,
116,2021,Faeroe Islands,FRO,
117,2021,GSP Beneficiaries: Canada 1994,G10,
118,2021,GSP Beneficiaries: Canada 1995,G11,
119,2021,GSP Beneficiaries: Canada 1996,G12,
120,2021,GSP Beneficiaries: Canada 1997,G13,
121,2021,GSP Beneficiaries: Canada 1998,G14,
122,2021,GSP Beneficiaries: Canada 1999,G15,
123,2021,GSP Beneficiaries: Canada 2000,G16,
124,2021,GSP beneficiaries:Canada 2004,G17,
125,2021,GSP Beneficiaries: Canada 2005,G18,
126,2021,GSP Beneficiaries: Canada 2008,G19,
127,2021,GSP Beneficiaries: EU 1994,G20,
128,2021,GSP Beneficiaries: EU 1995,G21,
129,2021,GSP Beneficiaries: EU 1996,G22,
130,2021,GSP Beneficiaries: EU 1997,G23,
131,2021,GSP Beneficiaries: EU 1998,G24,
132,2021,GSP Beneficiaries: EU 1999,G25,
133,2021,GSP Beneficiaries: EU 2000,G26,
134,2021,"GSP Beneficiaries: EU 2004
",G27,
135,2021,GSP Beneficiaries: Japan 1994,G30,
136,2021,GSP Beneficiaries: Japan 1995,G31,
137,2021,GSP Beneficiaries: Japan 1996,G32,
138,2021,GSP Beneficiaries: Japan 1997,G33,
139,2021,GSP Beneficiaries: Japan 1998,G34,
140,2021,GSP Beneficiaries: Japan 1999,G35,
141,2021,GSP Beneficiaries: Japan 2000,G36,
142,2021,GSP Beneficiaries: Japan 2004-2005,G37,
143,2021,GSP Beneficiaries: Japan 2005,G38,
144,2021,GSP Beneficiaries: Japan 2006,G39,
145,2021,GSP Beneficiaries: USA 1994,G40,
146,2021,GSP Beneficiaries: USA 1995,G41,
147,2021,GSP Beneficiaries: USA 1996,G42,
148,2021,GSP Beneficiaries: USA 1997,G43,
149,2021,GSP Beneficiaries: USA 1998,G44,
150,2021,GSP Beneficiaries: USA 1999,G45,
151,2021,GSP Beneficiaries: USA 2000,G46,
152,2021,GSP Beneficiaries: USA 2002,G47,
153,2021,GSP Beneficiaries: USA 2003,G48,
154,2021,GSP Beneficiaries: USA 2004,G49,
155,2021,GSP Beneficiaries: USA 2005,G50,
156,2021,GSP Beneficiaries: Australia 1996,G51,
157,2021,GSP Beneficiaries: Hungary 1996,G52,
158,2021,GSP Beneficiaries: New Zealand 1996,G53,
159,2021,GSP Beneficiaries: Norway 1996,G54,
160,2021,GSP Beneficiaries: Poland 1994,G57,
161,2021,GSP Beneficiaries: Poland 1995,G58,
