,Year,Country,iso3code,hhi
0,2004,Selected Developing Countries for Switzerland,A01,
1,2004,Caribbean Economic Recovery Act: USA 2007,A02,
2,2004,Caribbean Economic Recovery Act: USA 2009,A03,
3,2004,Preferential tariff for selected african countries,A04,
4,2004,Norway tariff for lower income GSP countries,A05,
5,2004,Preferential tariff for COMESA FTA,A07,
6,2004,Preferential tariff for COMESA Non-FTA,A08,
7,2004,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2004,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2004,Preferential tariff for EU + EFTA,A11,
10,2004,(SAARC) Preferential for Sri Lanka and India,A12,
11,2004,(AANZFTA) Preferential for AUS and NZL,A13,
12,2004,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2004,Egypt (GSTP) Countries ,A15,
14,2004,Egypt (GSTP) Selected LDCs Countries,A16,
15,2004,LDC Beneficiaries in 2014,A17,
16,2004,LDC Beneficiaries in 2014,A18,
17,2004,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2004,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2004,LDC Beneficiaries: Tajikistan 2014,A21,
20,2004,GSP for LDC Beneficiaries: USA 2014,A22,
21,2004,LDC Beneficiaries: China 2014,A23,
22,2004,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2004,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2004,GSP Beneficiaries: Canada 2014,A26,
25,2004,GSP Beneficiaries: Japan 2014,A27,
26,2004,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2004,GSP Beneficiaries: USA 2014,A29,
28,2004,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2004,GSP Beneficiaries: Russia 2014,A31,
30,2004,GSP Beneficiaries: New Zealand 2014,A32,
31,2004,GSP Beneficiaries: Norway 2014,A33,
32,2004,GSP Beneficiaries: EU 2014,A34,
33,2004,COMESA Free Trade Area in 2014,A35,
34,2004,EU 28 members 2013,A36,
