,Year,Country,iso3code,hhi
0,2002,Selected Developing Countries for Switzerland,A01,
1,2002,Caribbean Economic Recovery Act: USA 2007,A02,
2,2002,Caribbean Economic Recovery Act: USA 2009,A03,
3,2002,Preferential tariff for selected african countries,A04,
4,2002,Norway tariff for lower income GSP countries,A05,
5,2002,Preferential tariff for COMESA FTA,A07,
6,2002,Preferential tariff for COMESA Non-FTA,A08,
7,2002,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2002,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2002,Preferential tariff for EU + EFTA,A11,
10,2002,(SAARC) Preferential for Sri Lanka and India,A12,
11,2002,(AANZFTA) Preferential for AUS and NZL,A13,
12,2002,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2002,Egypt (GSTP) Countries ,A15,
14,2002,Egypt (GSTP) Selected LDCs Countries,A16,
15,2002,LDC Beneficiaries in 2014,A17,
16,2002,LDC Beneficiaries in 2014,A18,
17,2002,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2002,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2002,LDC Beneficiaries: Tajikistan 2014,A21,
20,2002,GSP for LDC Beneficiaries: USA 2014,A22,
21,2002,LDC Beneficiaries: China 2014,A23,
22,2002,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2002,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2002,GSP Beneficiaries: Canada 2014,A26,
25,2002,GSP Beneficiaries: Japan 2014,A27,
26,2002,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2002,GSP Beneficiaries: USA 2014,A29,
28,2002,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2002,GSP Beneficiaries: Russia 2014,A31,
30,2002,GSP Beneficiaries: New Zealand 2014,A32,
31,2002,GSP Beneficiaries: Norway 2014,A33,
32,2002,GSP Beneficiaries: EU 2014,A34,
33,2002,COMESA Free Trade Area in 2014,A35,
34,2002,EU 28 members 2013,A36,
35,2002,"EU 28 + GUF,SMR",A37,
36,2002,Pacific Islands Forum,A38,
37,2002,The European Free Trade Association (EFTA),A39,
38,2002,AGOA beneficiaries: USA 2014,A40,
39,2002,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2002,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2002,Switzerland and Liechtenstein,A43,
42,2002,Costa Rica and Panama,A44,
43,2002,Commonwealth of Independent States (CIS),A45,
44,2002,Bangladesh and  of Laos,A46,
45,2002,Global System of Trade Preferences (GSTP),A47,
46,2002,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2002,Preferential tariff for 4 selected LDCs,A49,
48,2002,Aruba,ABW,0.575667296235799
49,2002,Afghanistan,AFG,
50,2002,Angola,AGO,
51,2002,Anguila,AIA,0.0802189758236752
52,2002,Albania,ALB,0.547107200102924
53,2002,Andorra,AND,0.291014619070114
54,2002,Netherlands Antilles,ANT,
55,2002,United Arab Emirates,ARE,0.139341884542014
56,2002,Argentina,ARG,0.0659678420331784
57,2002,Armenia,ARM,0.109280124376993
58,2002,Antigua and Barbuda,ATG,
59,2002,Australia,AUS,0.0732987518862698
60,2002,Austria,AUT,0.113073512787682
61,2002,Azerbaijan,AZE,0.166822665896688
62,2002,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2002,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2002,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2002,China Selected LDCs countries,B04,
66,2002,Burundi,BDI,0.175132740702394
67,2002,Benin,BEN,0.105958551910084
68,2002,Burkina Faso,BFA,0.136942344616831
69,2002,Bangladesh,BGD,0.150125291520311
70,2002,Bulgaria,BGR,0.0585734014379343
71,2002,Bahrain,BHR,0.0424755924884223
72,2002,"Bahamas, The",BHS,0.154606945212568
73,2002,Bosnia and Herzegovina,BIH,
74,2002,Belarus,BLR,0.387273843240597
75,2002,Belize,BLZ,0.238936235087484
76,2002,Bermuda,BMU,
77,2002,Bolivia,BOL,0.153402894071695
78,2002,Brazil,BRA,0.0808384710908864
79,2002,Barbados,BRB,0.121011012168506
80,2002,Brunei,BRN,0.211023886109522
81,2002,Bhutan,BTN,
82,2002,Botswana,BWA,0.700446911261315
83,2002,Andean Trade Preference Act 2009,C01,
84,2002,ASEAN-Australia-New Zealand Free Trade Area,C02,
85,2002,"Hong Kong, Korea Rep., Taiwan",C03,
86,2002,Andean Trade Preference Act 2010,C04,
87,2002,Central African Republic,CAF,0.486178617416545
88,2002,Canada,CAN,0.646321223491975
89,2002,Switzerland,CHE,0.0643041531342373
90,2002,Chile,CHL,0.0822196699393462
91,2002,China,CHN,0.121005851903941
92,2002,Cote d'Ivoire,CIV,0.0559230313582048
93,2002,Cameroon,CMR,0.103847767617897
94,2002,"Congo, Rep.",COG,
95,2002,Cook Islands,COK,0.173468405414481
96,2002,Colombia,COL,0.207416494961333
97,2002,Comoros,COM,0.161870796716707
98,2002,Cape Verde,CPV,0.294928725110203
99,2002,Costa Rica,CRI,0.195185513528028
100,2002,Czechoslovakia,CSK,
101,2002,Cuba,CUB,0.0857447503033061
102,2002,Cyprus,CYP,0.0742429358918697
103,2002,Czech Republic,CZE,0.176804440139297
104,2002,Djibouti,DJI,
