,Year,Country,iso3code,hhi
0,2005,Selected Developing Countries for Switzerland,A01,
1,2005,Caribbean Economic Recovery Act: USA 2007,A02,
2,2005,Caribbean Economic Recovery Act: USA 2009,A03,
3,2005,Preferential tariff for selected african countries,A04,
4,2005,Norway tariff for lower income GSP countries,A05,
5,2005,Preferential tariff for COMESA FTA,A07,
6,2005,Preferential tariff for COMESA Non-FTA,A08,
7,2005,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2005,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2005,Preferential tariff for EU + EFTA,A11,
10,2005,(SAARC) Preferential for Sri Lanka and India,A12,
11,2005,(AANZFTA) Preferential for AUS and NZL,A13,
12,2005,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2005,Egypt (GSTP) Countries ,A15,
14,2005,Egypt (GSTP) Selected LDCs Countries,A16,
15,2005,LDC Beneficiaries in 2014,A17,
16,2005,LDC Beneficiaries in 2014,A18,
17,2005,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2005,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2005,LDC Beneficiaries: Tajikistan 2014,A21,
20,2005,GSP for LDC Beneficiaries: USA 2014,A22,
21,2005,LDC Beneficiaries: China 2014,A23,
22,2005,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2005,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2005,GSP Beneficiaries: Canada 2014,A26,
25,2005,GSP Beneficiaries: Japan 2014,A27,
26,2005,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2005,GSP Beneficiaries: USA 2014,A29,
28,2005,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2005,GSP Beneficiaries: Russia 2014,A31,
30,2005,GSP Beneficiaries: New Zealand 2014,A32,
31,2005,GSP Beneficiaries: Norway 2014,A33,
32,2005,GSP Beneficiaries: EU 2014,A34,
33,2005,COMESA Free Trade Area in 2014,A35,
34,2005,EU 28 members 2013,A36,
35,2005,"EU 28 + GUF,SMR",A37,
36,2005,Pacific Islands Forum,A38,
37,2005,The European Free Trade Association (EFTA),A39,
38,2005,AGOA beneficiaries: USA 2014,A40,
39,2005,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2005,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2005,Switzerland and Liechtenstein,A43,
42,2005,Costa Rica and Panama,A44,
43,2005,Commonwealth of Independent States (CIS),A45,
44,2005,Bangladesh and  of Laos,A46,
45,2005,Global System of Trade Preferences (GSTP),A47,
46,2005,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2005,Preferential tariff for 4 selected LDCs,A49,
48,2005,Aruba,ABW,0.554435922124313
49,2005,Afghanistan,AFG,
50,2005,Angola,AGO,
51,2005,Anguila,AIA,
52,2005,Albania,ALB,0.473307542689158
53,2005,Andorra,AND,
54,2005,Netherlands Antilles,ANT,0.117292201197977
55,2005,United Arab Emirates,ARE,0.116673731647792
56,2005,Argentina,ARG,0.0573813050580824
57,2005,Armenia,ARM,0.0995274341317332
58,2005,Antigua and Barbuda,ATG,0.328381583231604
59,2005,Australia,AUS,0.0865431246591995
60,2005,Austria,AUT,0.1157009107977
61,2005,Azerbaijan,AZE,0.137997873023779
62,2005,Caribbean Basin Trade Partnership Act : 2007,B01,
63,2005,Caribbean Basin Trade Partnership Act: 2009,B02,
64,2005,"China 2 Selected African LDCs (NER,SOM)",B03,
65,2005,China Selected LDCs countries,B04,
66,2005,Burundi,BDI,0.123365700849646
67,2005,Benin,BEN,0.158859745383991
68,2005,Burkina Faso,BFA,0.271933156156755
69,2005,Bangladesh,BGD,0.121019690372195
70,2005,Bulgaria,BGR,0.0574447344236195
71,2005,Bahrain,BHR,0.0421732390885343
72,2005,"Bahamas, The",BHS,0.188441741652597
73,2005,Bosnia and Herzegovina,BIH,0.104750825422658
74,2005,Belarus,BLR,0.207261444085513
75,2005,Belize,BLZ,0.156319022859896
76,2005,Bermuda,BMU,0.281565567802915
77,2005,Bolivia,BOL,0.22900348517534
78,2005,Brazil,BRA,0.0625942492477502
79,2005,Barbados,BRB,0.0781485170811607
80,2005,Brunei,BRN,
81,2005,Bhutan,BTN,0.613969144876657
82,2005,Botswana,BWA,0.508033776950264
83,2005,Andean Trade Preference Act 2009,C01,
84,2005,ASEAN-Australia-New Zealand Free Trade Area,C02,
85,2005,"Hong Kong, Korea Rep., Taiwan",C03,
86,2005,Andean Trade Preference Act 2010,C04,
87,2005,Central African Republic,CAF,0.161623324583683
88,2005,Canada,CAN,0.648733083512492
89,2005,Switzerland,CHE,0.064369357118052
90,2005,Chile,CHL,0.0718756423386087
91,2005,China,CHN,0.0944463906037144
92,2005,Cote d'Ivoire,CIV,0.0759250437515561
93,2005,Cameroon,CMR,0.0962117995575516
94,2005,"Congo, Rep.",COG,
95,2005,Cook Islands,COK,0.130937969088919
96,2005,Colombia,COL,0.166109597760053
97,2005,Comoros,COM,0.110634169421425
98,2005,Cape Verde,CPV,0.24135342099902
99,2005,Costa Rica,CRI,0.107596252635053
100,2005,Czechoslovakia,CSK,
