,Year,Country,iso3code,hhi
0,2020,Selected Developing Countries for Switzerland,A01,
1,2020,Caribbean Economic Recovery Act: USA 2007,A02,
2,2020,Caribbean Economic Recovery Act: USA 2009,A03,
3,2020,Preferential tariff for selected african countries,A04,
4,2020,Norway tariff for lower income GSP countries,A05,
5,2020,Preferential tariff for COMESA FTA,A07,
6,2020,Preferential tariff for COMESA Non-FTA,A08,
7,2020,(SAARC) Preferential for Sri Lanka and Pakistan,A09,
8,2020,"CAFTA-DR-USA:CRI, DOM, SLV, GTM, HND, USA",A10,
9,2020,Preferential tariff for EU + EFTA,A11,
10,2020,(SAARC) Preferential for Sri Lanka and India,A12,
11,2020,(AANZFTA) Preferential for AUS and NZL,A13,
12,2020,(COMESA) Preferential for Uganda and Eritrea,A14,
13,2020,Egypt (GSTP) Countries ,A15,
14,2020,Egypt (GSTP) Selected LDCs Countries,A16,
15,2020,LDC Beneficiaries in 2014,A17,
16,2020,LDC Beneficiaries in 2014,A18,
17,2020,Switzerland & Liechtenstein LDC beneficiary 2014,A19,
18,2020,GSP for LDC Beneficiaries: Japan 2014,A20,
19,2020,LDC Beneficiaries: Tajikistan 2014,A21,
20,2020,GSP for LDC Beneficiaries: USA 2014,A22,
21,2020,LDC Beneficiaries: China 2014,A23,
22,2020,GSP for LDC Beneficiaries: Norway 2014,A24,
23,2020,GSP for LDC Beneficiaries: Morocco 2014,A25,
24,2020,GSP Beneficiaries: Canada 2014,A26,
25,2020,GSP Beneficiaries: Japan 2014,A27,
26,2020,GSP Beneficiaries:Liechtenstein & Switzerland 2014,A28,
27,2020,GSP Beneficiaries: USA 2014,A29,
28,2020,GSP Beneficiaries: Belarus & Kazakhstan 2014,A30,
29,2020,GSP Beneficiaries: Russia 2014,A31,
30,2020,GSP Beneficiaries: New Zealand 2014,A32,
31,2020,GSP Beneficiaries: Norway 2014,A33,
32,2020,GSP Beneficiaries: EU 2014,A34,
33,2020,COMESA Free Trade Area in 2014,A35,
34,2020,EU 28 members 2013,A36,
35,2020,"EU 28 + GUF,SMR",A37,
36,2020,Pacific Islands Forum,A38,
37,2020,The European Free Trade Association (EFTA),A39,
38,2020,AGOA beneficiaries: USA 2014,A40,
39,2020,Caribbean Basin Economic Recovery Act: USA 2014,A41,
40,2020,Caribbean Basin Trade Partnership Act: USA 2014,A42,
41,2020,Switzerland and Liechtenstein,A43,
42,2020,Costa Rica and Panama,A44,
43,2020,Commonwealth of Independent States (CIS),A45,
44,2020,Bangladesh and  of Laos,A46,
45,2020,Global System of Trade Preferences (GSTP),A47,
46,2020,Global System of Trade Preferences (GSTP) LDCs,A48,
47,2020,Preferential tariff for 4 selected LDCs,A49,
48,2020,Aruba,ABW,0.375274107951276
49,2020,Afghanistan,AFG,
50,2020,Angola,AGO,
51,2020,Anguila,AIA,
