typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34222263.0,False,8,kg,34222263.0,False,34222263.0,False,0.0,False,4649480.65,0.0,4649480.65,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,513.0,False,8,kg,513.0,False,513.0,False,0.0,False,92.76,0.0,92.76,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,100,BGR,Bulgaria,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20953202.0,False,8,kg,20953202.0,False,20953202.0,False,0.0,False,2897729.43,0.0,2897729.43,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25000.0,False,8,kg,25000.0,False,25000.0,False,0.0,False,8375.0,0.0,8375.0,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,196,CYP,Cyprus,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3777.0,False,8,kg,3777.0,False,3777.0,False,0.0,False,667.35,0.0,667.35,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13373.0,False,8,kg,13373.0,False,13373.0,False,0.0,False,7428.02,0.0,7428.02,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,300,GRC,Greece,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,115.0,False,8,kg,115.0,False,115.0,False,0.0,False,102.0,0.0,102.0,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,348,HUN,Hungary,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,190671.0,False,8,kg,190671.0,False,190671.0,False,0.0,False,33320.28,0.0,33320.28,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,211932.0,False,8,kg,211932.0,False,211932.0,False,0.0,False,77340.84,0.0,77340.84,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,105742.0,False,8,kg,105742.0,False,105742.0,False,0.0,False,58245.06,0.0,58245.06,0,False,True
C,A,20180101,2018,52,2018,642,ROU,Romania,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,150.0,False,8,kg,150.0,False,150.0,False,0.0,False,381.95,0.0,381.95,0,False,True
