typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3128315.83,False,8,kg,3128315.83,False,3128315.83,False,0.0,False,,1055320.941,1055320.941,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,400.0,False,8,kg,400.0,False,400.0,False,0.0,False,,493.976,493.976,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,124,CAN,Canada,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,936.35,False,8,kg,936.35,False,936.35,False,0.0,False,,12349.412,12349.412,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,878681.0,False,8,kg,878681.0,False,878681.0,False,0.0,False,,255023.438,255023.438,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16002.0,False,8,kg,16002.0,False,16002.0,False,0.0,False,,14659.984,14659.984,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41470.0,False,8,kg,41470.0,False,41470.0,False,0.0,False,,23317.616,23317.616,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,426,LSO,Lesotho,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32400.0,False,8,kg,32400.0,False,32400.0,False,0.0,False,,469.547,469.547,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,508,MOZ,Mozambique,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,93000.0,False,8,kg,93000.0,False,93000.0,False,0.0,False,,49587.29,49587.29,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,629300.0,False,8,kg,629300.0,False,629300.0,False,0.0,False,,328247.999,328247.999,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,810000.0,False,8,kg,810000.0,False,810000.0,False,0.0,False,,121242.555,121242.555,0,False,True
C,A,20130101,2013,52,2013,710,ZAF,South Africa,M,Import,716,ZWE,Zimbabwe,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,308000.0,False,8,kg,308000.0,False,308000.0,False,0.0,False,,64275.016,64275.016,0,False,True
