typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,7468.892,True,-1,N/A,0.0,False,7468.892,True,,False,788554.891,,788554.891,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2672.0,False,8,kg,2672.0,False,2672.0,False,,False,487437.536,,487437.536,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18.733,True,-1,N/A,0.0,False,18.733,True,,False,1358.277,,1358.277,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,882.0,False,8,kg,882.0,False,882.0,False,,False,254835.021,,254835.021,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,29.0,False,8,kg,29.0,False,29.0,False,,False,1639.912,,1639.912,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,127.852,True,-1,N/A,0.0,False,127.852,True,,False,9316.12,,9316.12,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,29.059,True,-1,N/A,0.0,False,29.059,True,,False,6138.305,,6138.305,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10.0,False,8,kg,10.0,False,10.0,False,,False,3276.498,,3276.498,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,724,ESP,Spain,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2064.249,True,-1,N/A,0.0,False,2064.249,True,,False,15563.087,,15563.087,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,826,GBR,United Kingdom,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1612.0,False,8,kg,1612.0,False,1612.0,False,,False,7294.781,,7294.781,0,False,True
C,A,20150101,2015,52,2015,620,PRT,Portugal,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,24.0,False,8,kg,24.0,False,24.0,False,,False,1695.352,,1695.352,0,False,True
