typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2879982.56,False,8,kg,2879982.56,False,2879982.56,False,0.0,False,1526144.031,0.0,1526144.031,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,353.7,False,8,kg,353.7,False,353.7,False,0.0,False,275.13,0.0,275.13,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,327098.0,False,8,kg,327098.0,False,327098.0,False,0.0,False,82945.846,0.0,82945.846,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,251,FRA,France,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1880.25,False,8,kg,1880.25,False,1880.25,False,0.0,False,1022.275,0.0,1022.275,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,318847.0,False,8,kg,318847.0,False,318847.0,False,0.0,False,201081.887,0.0,201081.887,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,8,kg,100.0,False,100.0,False,0.0,False,10.835,0.0,10.835,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1805632.56,False,8,kg,1805632.56,False,1805632.56,False,0.0,False,987680.259,0.0,987680.259,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4387.8,False,8,kg,4387.8,False,4387.8,False,0.0,False,3375.103,0.0,3375.103,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,572.25,False,8,kg,572.25,False,572.25,False,0.0,False,639.691,0.0,639.691,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,125075.0,False,8,kg,125075.0,False,125075.0,False,0.0,False,45087.684,0.0,45087.684,0,False,True
C,A,20170101,2017,52,2017,56,BEL,Belgium,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,296036.0,False,8,kg,296036.0,False,296036.0,False,0.0,False,204025.322,0.0,204025.322,0,False,True
