typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3573878.433,True,-1,N/A,0.0,False,3573878.433,True,0.0,False,1198798.0,0.0,1198798.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,410,KOR,Rep. of Korea,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,608246.027,True,-1,N/A,0.0,False,608246.027,True,0.0,False,204026.0,0.0,204026.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,482179.253,True,-1,N/A,0.0,False,482179.253,True,0.0,False,161739.0,0.0,161739.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148902.906,True,-1,N/A,0.0,False,148902.906,True,0.0,False,49947.0,0.0,49947.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,682,SAU,Saudi Arabia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,149.061,True,-1,N/A,0.0,False,149.061,True,0.0,False,50.0,0.0,50.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2539.998,True,-1,N/A,0.0,False,2539.998,True,0.0,False,852.0,0.0,852.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,710,ZAF,South Africa,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2012.322,True,-1,N/A,0.0,False,2012.322,True,0.0,False,675.0,0.0,675.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,724,ESP,Spain,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,506750.453,True,-1,N/A,0.0,False,506750.453,True,0.0,False,169981.0,0.0,169981.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,764,THA,Thailand,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,128305.669,True,-1,N/A,0.0,False,128305.669,True,0.0,False,43038.0,0.0,43038.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,792,TUR,Türkiye,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,313.028,True,-1,N/A,0.0,False,313.028,True,0.0,False,105.0,0.0,105.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,826,GBR,United Kingdom,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,463919.291,True,-1,N/A,0.0,False,463919.291,True,0.0,False,155614.0,0.0,155614.0,6,False,True
C,A,20160101,2016,52,2016,156,CHN,China,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,374229.341,True,-1,N/A,0.0,False,374229.341,True,0.0,False,125529.0,0.0,125529.0,6,False,True
