typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11037.41,False,8,kg,11037.41,False,11037.41,False,0.0,False,10210.154,0.0,10210.154,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,632.06,False,8,kg,632.06,False,632.06,False,0.0,False,799.39,0.0,799.39,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,458,MYS,Malaysia,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2780.91,False,8,kg,2780.91,False,2780.91,False,0.0,False,1200.242,0.0,1200.242,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,554,NZL,New Zealand,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4711.83,False,8,kg,4711.83,False,4711.83,False,0.0,False,7760.606,0.0,7760.606,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,654,SHN,Saint Helena,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,998.8,False,8,kg,998.8,False,998.8,False,0.0,False,200.889,0.0,200.889,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,125.0,False,8,kg,125.0,False,125.0,False,0.0,False,75.449,0.0,75.449,0,False,True
C,A,20190101,2019,52,2019,242,FJI,Fiji,M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1788.81,False,8,kg,1788.81,False,1788.81,False,0.0,False,173.579,0.0,173.579,0,False,True
