typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10000.0,False,8,kg,10000.0,False,10000.0,False,,False,9392.739,,9392.739,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,702,SGP,Singapore,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,27027.0,False,8,kg,27027.0,False,27027.0,False,,False,19804.04,,19804.04,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,643,RUS,Russian Federation,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,700.0,False,8,kg,700.0,False,700.0,False,,False,58114.805,,58114.805,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,123431.0,False,8,kg,123431.0,False,123431.0,False,,False,944322.424,,944322.424,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18683.0,False,8,kg,18683.0,False,18683.0,False,,False,15505.642,,15505.642,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,80.0,False,8,kg,80.0,False,80.0,False,,False,16347.894,,16347.894,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,251,FRA,France,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,716.0,False,8,kg,716.0,False,716.0,False,,False,13008.481,,13008.481,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,156,CHN,China,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,95101.0,False,8,kg,95101.0,False,95101.0,False,,False,847237.927,,847237.927,0,False,True
C,A,20180101,2018,52,2018,344,HKG,"China, Hong Kong SAR",M,Import,0,W00,World,0,W00,World,H5,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,275738.0,False,8,kg,275738.0,False,275738.0,False,,False,1923733.951,,1923733.951,0,False,True
