typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,980930555.0,False,8,kg,980930555.0,False,980930555.0,False,,False,160706461.275,,160706461.275,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,508206500.0,False,8,kg,508206500.0,False,508206500.0,False,,False,80500185.585,,80500185.585,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,99185.0,False,8,kg,99185.0,False,99185.0,False,,False,138822.092,,138822.092,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,80000.0,False,8,kg,80000.0,False,80000.0,False,,False,33220.921,,33220.921,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,414,KWT,Kuwait,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13408000.0,False,8,kg,13408000.0,False,13408000.0,False,,False,4278672.694,,4278672.694,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,91911480.0,False,8,kg,91911480.0,False,91911480.0,False,,False,13505365.749,,13505365.749,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,930000.0,False,8,kg,930000.0,False,930000.0,False,,False,521211.975,,521211.975,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,586,PAK,Pakistan,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,3131880.0,False,8,kg,3131880.0,False,3131880.0,False,,False,458660.582,,458660.582,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,230879920.0,False,8,kg,230879920.0,False,230879920.0,False,,False,38033520.204,,38033520.204,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,704,VNM,Viet Nam,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18406390.0,False,8,kg,18406390.0,False,18406390.0,False,,False,4029632.658,,4029632.658,0,False,True
C,A,20150101,2015,52,2015,682,SAU,Saudi Arabia,M,Import,764,THA,Thailand,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,47181300.0,False,8,kg,47181300.0,False,47181300.0,False,,False,8233746.664,,8233746.664,0,False,True
