typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2733633.0,False,8,kg,2733633.0,False,2733633.0,False,0.0,False,1216864.94,0.0,1216864.94,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15.0,False,8,kg,15.0,False,15.0,False,0.0,False,118.841,0.0,118.841,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,251,FRA,France,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,80995.0,False,8,kg,80995.0,False,80995.0,False,0.0,False,39357.837,0.0,39357.837,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,821795.0,False,8,kg,821795.0,False,821795.0,False,0.0,False,324266.406,0.0,324266.406,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1200.0,False,8,kg,1200.0,False,1200.0,False,0.0,False,799.386,0.0,799.386,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11000.0,False,8,kg,11000.0,False,11000.0,False,0.0,False,3543.912,0.0,3543.912,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1225837.0,False,8,kg,1225837.0,False,1225837.0,False,0.0,False,585131.428,0.0,585131.428,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,579,NOR,Norway,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,78.0,False,8,kg,78.0,False,78.0,False,0.0,False,92.432,0.0,92.432,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,498520.0,False,8,kg,498520.0,False,498520.0,False,0.0,False,202348.324,0.0,202348.324,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,28000.0,False,8,kg,28000.0,False,28000.0,False,0.0,False,10916.142,0.0,10916.142,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66173.0,False,8,kg,66173.0,False,66173.0,False,0.0,False,50280.074,0.0,50280.074,0,False,True
C,A,20170101,2017,52,2017,757,CHE,Switzerland,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,8,kg,20.0,False,20.0,False,0.0,False,10.157,0.0,10.157,0,False,True
