typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,643,RUS,Russian Federation,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2981.0,False,-1,N/A,,False,2981.0,False,,False,15090.0,,15090.0,0,True,False
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,380,ITA,Italy,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,288.0,False,-1,N/A,,False,288.0,False,,False,4180.0,,4180.0,0,True,False
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,276,DEU,Germany,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20.0,False,-1,N/A,,False,20.0,False,,False,580.0,,580.0,0,True,False
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,233,EST,Estonia,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5524.0,False,-1,N/A,,False,5524.0,False,,False,23400.0,,23400.0,0,True,False
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,40,AUT,Austria,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4.0,False,-1,N/A,,False,4.0,False,,False,70.0,,70.0,0,True,False
C,A,20000101,2000,52,2000,804,UKR,Ukraine,M,Import,0,W00,World,0,W00,World,H0,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8817.0,False,-1,N/A,,False,8817.0,False,,False,43320.0,,43320.0,0,True,False
