typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20070101,2007,52,2007,818,EGY,Egypt,M,Import,568,E19,"Other Europe, nes",0,W00,World,H0,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,43983.971,True,-1,N/A,0.0,False,43983.971,True,0.0,False,9648.059,0.0,9648.059,6,False,True
C,A,20070101,2007,52,2007,818,EGY,Egypt,M,Import,0,W00,World,0,W00,World,H0,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,138071.14,0.0,138071.14,0,False,True
C,A,20070101,2007,52,2007,818,EGY,Egypt,M,Import,156,CHN,China,0,W00,World,H0,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,92917.187,0.0,92917.187,0,False,True
C,A,20070101,2007,52,2007,818,EGY,Egypt,M,Import,724,ESP,Spain,0,W00,World,H0,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97899.572,True,-1,N/A,0.0,False,97899.572,True,0.0,False,21474.661,0.0,21474.661,6,False,True
C,A,20070101,2007,52,2007,818,EGY,Egypt,M,Import,826,GBR,United Kingdom,0,W00,World,H0,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63966.167,True,-1,N/A,0.0,False,63966.167,True,0.0,False,14031.233,0.0,14031.233,6,False,True
