typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8306163.827,True,-1,N/A,0.0,False,8306163.827,True,0.0,False,769795.356,0.0,769795.356,6,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22088.0,False,8,kg,22088.0,False,22088.0,False,0.0,False,4955.25,0.0,4955.25,0,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32640.0,False,8,kg,32640.0,False,32640.0,False,0.0,False,11777.193,0.0,11777.193,0,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,670,VCT,Saint Vincent and the Grenadines,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,135000.0,False,8,kg,135000.0,False,135000.0,False,0.0,False,11356.579,0.0,11356.579,0,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,682,SAU,Saudi Arabia,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,500.0,False,8,kg,500.0,False,500.0,False,0.0,False,536.283,0.0,536.283,0,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,699,IND,India,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8115835.827,True,-1,N/A,0.0,False,8115835.827,True,0.0,False,741150.296,0.0,741150.296,6,False,True
C,A,20070101,2007,52,2007,736,SDN,Sudan (...2011),M,Import,818,EGY,Egypt,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,8,kg,100.0,False,100.0,False,0.0,False,19.756,0.0,19.756,0,False,True
