typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,70521351.9,False,8,kg,70521351.9,False,70521351.9,False,0.0,False,11245763.429,0.0,11245763.429,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6074390.0,False,8,kg,6074390.0,False,6074390.0,False,0.0,False,2349782.303,0.0,2349782.303,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,8,kg,5000.0,False,5000.0,False,0.0,False,3897.721,0.0,3897.721,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24000.0,False,8,kg,24000.0,False,24000.0,False,0.0,False,5948.164,0.0,5948.164,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40000.0,False,8,kg,40000.0,False,40000.0,False,0.0,False,35875.256,0.0,35875.256,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,490,S19,"Other Asia, nes",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,8,kg,5000.0,False,5000.0,False,0.0,False,2281.204,0.0,2281.204,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15345500.0,False,8,kg,15345500.0,False,15345500.0,False,0.0,False,1834534.488,0.0,1834534.488,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34697500.0,False,8,kg,34697500.0,False,34697500.0,False,0.0,False,4859943.066,0.0,4859943.066,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,710,ZAF,South Africa,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,26000.0,False,8,kg,26000.0,False,26000.0,False,0.0,False,9332.025,0.0,9332.025,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,764,THA,Thailand,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13275941.0,False,8,kg,13275941.0,False,13275941.0,False,0.0,False,1859923.914,0.0,1859923.914,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,24520.9,False,8,kg,24520.9,False,24520.9,False,0.0,False,8308.35,0.0,8308.35,0,False,True
C,A,20200101,2020,52,2020,458,MYS,Malaysia,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1003500.0,False,8,kg,1003500.0,False,1003500.0,False,0.0,False,275936.939,0.0,275936.939,0,False,True
