typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2366845.0,False,8,kg,2366845.0,False,2366845.0,False,0.0,False,709398.51,0.0,709398.51,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,100,BGR,Bulgaria,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1549834.0,False,8,kg,1549834.0,False,1549834.0,False,0.0,False,421555.83,0.0,421555.83,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,8,kg,5000.0,False,5000.0,False,0.0,False,3700.0,0.0,3700.0,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5262.0,False,8,kg,5262.0,False,5262.0,False,0.0,False,3177.76,0.0,3177.76,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,300,GRC,Greece,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33400.0,False,8,kg,33400.0,False,33400.0,False,0.0,False,6607.22,0.0,6607.22,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,146681.0,False,8,kg,146681.0,False,146681.0,False,0.0,False,72849.06,0.0,72849.06,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,64073.0,False,8,kg,64073.0,False,64073.0,False,0.0,False,33382.17,0.0,33382.17,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,616,POL,Poland,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,48000.0,False,8,kg,48000.0,False,48000.0,False,0.0,False,9039.99,0.0,9039.99,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,703,SVK,Slovakia,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7.0,False,8,kg,7.0,False,7.0,False,0.0,False,1.22,0.0,1.22,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,51703.0,False,8,kg,51703.0,False,51703.0,False,0.0,False,29490.11,0.0,29490.11,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,263885.0,False,8,kg,263885.0,False,263885.0,False,0.0,False,85813.16,0.0,85813.16,0,False,True
C,A,20200101,2020,52,2020,642,ROU,Romania,M,Import,899,_X ,"Areas, nes",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,199000.0,False,8,kg,199000.0,False,199000.0,False,0.0,False,43781.99,0.0,43781.99,0,False,True
