typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,72454741.0,False,8,kg,72454741.0,False,72454741.0,False,0.0,False,12072520.0,7845026.0,12072520.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,208000.0,False,8,kg,208000.0,False,208000.0,False,0.0,False,59940.0,16640.0,59940.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1121050.0,False,8,kg,1121050.0,False,1121050.0,False,0.0,False,428046.0,305651.0,428046.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,332279.0,False,8,kg,332279.0,False,332279.0,False,0.0,False,393699.0,350784.0,393699.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5040.0,False,8,kg,5040.0,False,5040.0,False,0.0,False,14118.0,11870.0,14118.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,484,MEX,Mexico,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1075.0,False,8,kg,1075.0,False,1075.0,False,0.0,False,2399.0,1187.0,2399.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,795620.0,False,8,kg,795620.0,False,795620.0,False,0.0,False,118315.0,71815.0,118315.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4800.0,False,8,kg,4800.0,False,4800.0,False,0.0,False,4673.0,3848.0,4673.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,699,IND,India,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60879700.0,False,8,kg,60879700.0,False,60879700.0,False,0.0,False,9022505.0,5667576.0,9022505.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,492030.0,False,8,kg,492030.0,False,492030.0,False,0.0,False,278731.0,255828.0,278731.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,690.0,False,8,kg,690.0,False,690.0,False,0.0,False,1535.0,1141.0,1535.0,0,False,True
C,A,20100101,2010,52,2010,76,BRA,Brazil,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8614457.0,False,8,kg,8614457.0,False,8614457.0,False,0.0,False,1748559.0,1158686.0,1748559.0,0,False,True
