typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18877.83,False,8,kg,18877.83,False,18877.83,False,,False,11934.93,,11934.93,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,52.31,False,8,kg,52.31,False,52.31,False,,False,381.59,,381.59,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,118.83,False,8,kg,118.83,False,118.83,False,,False,693.77,,693.77,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,16.92,False,8,kg,16.92,False,16.92,False,,False,53.4,,53.4,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,320,GTM,Guatemala,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18672.6,False,8,kg,18672.6,False,18672.6,False,,False,9231.98,,9231.98,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,490,S19,"Other Asia, nes",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.17,False,8,kg,5.17,False,5.17,False,,False,1495.49,,1495.49,0,False,True
C,A,20140101,2014,52,2014,222,SLV,El Salvador,M,Import,702,SGP,Singapore,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,12.0,False,8,kg,12.0,False,12.0,False,,False,78.7,,78.7,0,False,True
