typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,168025275.0,False,8,kg,168025275.0,False,168025275.0,False,,False,23589964.727,,23589964.727,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,100,BGR,Bulgaria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,135000.0,False,8,kg,135000.0,False,135000.0,False,,False,20916.224,,20916.224,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,2914000.0,False,8,kg,2914000.0,False,2914000.0,False,,False,573916.726,,573916.726,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,364,IRN,Iran,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,175290.0,False,8,kg,175290.0,False,175290.0,False,,False,69840.382,,69840.382,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,73177700.0,False,8,kg,73177700.0,False,73177700.0,False,,False,9507384.189,,9507384.189,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,883677.0,False,8,kg,883677.0,False,883677.0,False,,False,119000.487,,119000.487,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,579,NOR,Norway,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10415300.0,False,8,kg,10415300.0,False,10415300.0,False,,False,1415630.242,,1415630.242,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,586,PAK,Pakistan,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,21316345.0,False,8,kg,21316345.0,False,21316345.0,False,,False,3104736.622,,3104736.622,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,46755222.0,False,8,kg,46755222.0,False,46755222.0,False,,False,6430090.556,,6430090.556,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,704,VNM,Viet Nam,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1620000.0,False,8,kg,1620000.0,False,1620000.0,False,,False,271455.633,,271455.633,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,764,THA,Thailand,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10600000.0,False,8,kg,10600000.0,False,10600000.0,False,,False,2072587.102,,2072587.102,0,False,True
C,A,20150101,2015,52,2015,414,KWT,Kuwait,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,32741.0,False,8,kg,32741.0,False,32741.0,False,,False,4406.564,,4406.564,0,False,True
