typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,148807764.0,False,-1,N/A,,False,148807764.0,False,,False,16614388.0,,16614388.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,45052.0,False,-1,N/A,,False,45052.0,False,,False,15098.0,,15098.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60571016.0,False,-1,N/A,,False,60571016.0,False,,False,7408878.0,,7408878.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,208,DNK,Denmark,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1560.0,False,-1,N/A,,False,1560.0,False,,False,209996.0,,209996.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,778185.0,False,-1,N/A,,False,778185.0,False,,False,432345.0,,432345.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,609741.0,False,-1,N/A,,False,609741.0,False,,False,484501.0,,484501.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63945.0,False,-1,N/A,,False,63945.0,False,,False,31568.0,,31568.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,442,LUX,Luxembourg,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,34.0,False,-1,N/A,,False,34.0,False,,False,5490.0,,5490.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,74146000.0,False,-1,N/A,,False,74146000.0,False,,False,4386583.0,,4386583.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,568,E19,"Other Europe, nes",0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.0,False,-1,N/A,,False,22.0,False,,False,2745.0,,2745.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,579,NOR,Norway,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,792000.0,False,-1,N/A,,False,792000.0,False,,False,855082.0,,855082.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,97000.0,False,-1,N/A,,False,97000.0,False,,False,27450.0,,27450.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,757,CHE,Switzerland,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,118500.0,False,-1,N/A,,False,118500.0,False,,False,12353.0,,12353.0,0,True,False
C,A,20070101,2007,52,2007,528,NLD,Netherlands,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11584709.0,False,-1,N/A,,False,11584709.0,False,,False,2742300.0,,2742300.0,0,True,False
