typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5982465.9,False,8,kg,5982465.9,False,5982465.9,False,0.0,False,1787869.17,0.0,1787869.17,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,36,AUS,Australia,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20000.0,False,8,kg,20000.0,False,20000.0,False,0.0,False,29531.91,0.0,29531.91,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,650.0,False,8,kg,650.0,False,650.0,False,0.0,False,720.55,0.0,720.55,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12060.0,False,8,kg,12060.0,False,12060.0,False,0.0,False,19926.66,0.0,19926.66,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,682,SAU,Saudi Arabia,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4542400.0,False,8,kg,4542400.0,False,4542400.0,False,0.0,False,1215793.62,0.0,1215793.62,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1372350.9,False,8,kg,1372350.9,False,1372350.9,False,0.0,False,506082.12,0.0,506082.12,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,784,ARE,United Arab Emirates,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25005.0,False,8,kg,25005.0,False,25005.0,False,0.0,False,12966.12,0.0,12966.12,0,False,True
C,A,20190101,2019,52,2019,48,BHR,Bahrain,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10000.0,False,8,kg,10000.0,False,10000.0,False,0.0,False,2848.19,0.0,2848.19,0,False,True
