typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5711030.37,False,-1,N/A,0.0,False,5711030.37,False,0.0,False,0.0,1422708.692,1422708.692,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1927063.0,False,-1,N/A,0.0,False,1927063.0,False,0.0,False,0.0,592895.221,592895.221,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,268,GEO,Georgia,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,110.0,False,-1,N/A,0.0,False,110.0,False,0.0,False,0.0,50.548,50.548,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,41000.0,False,-1,N/A,0.0,False,41000.0,False,0.0,False,0.0,25944.211,25944.211,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,450,MDG,Madagascar,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.5,False,-1,N/A,0.0,False,0.5,False,0.0,False,0.0,9.431,9.431,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2407070.0,False,-1,N/A,0.0,False,2407070.0,False,0.0,False,0.0,341692.094,341692.094,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,638505.0,False,-1,N/A,0.0,False,638505.0,False,0.0,False,0.0,318091.639,318091.639,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,586,PAK,Pakistan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55383.0,False,-1,N/A,0.0,False,55383.0,False,0.0,False,0.0,11511.388,11511.388,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,570550.0,False,-1,N/A,0.0,False,570550.0,False,0.0,False,0.0,89636.973,89636.973,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25489.0,False,-1,N/A,0.0,False,25489.0,False,0.0,False,0.0,9755.721,9755.721,0,False,True
C,A,20180101,2018,52,2018,710,ZAF,South Africa,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.7,False,-1,N/A,0.0,False,1.7,False,0.0,False,0.0,172.843,172.843,0,False,True
