typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,0,W00,World,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,114561439.0,False,-1,N/A,,False,114561439.0,False,,False,7033131.0,,7033131.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,156,CHN,China,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,85300446.0,False,-1,N/A,,False,85300446.0,False,,False,4081864.0,,4081864.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,208,DNK,Denmark,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1443.0,False,-1,N/A,,False,1443.0,False,,False,1524.0,,1524.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16612.0,False,-1,N/A,,False,16612.0,False,,False,13412.0,,13412.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44000.0,False,-1,N/A,,False,44000.0,False,,False,5280.0,,5280.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,360,IDN,Indonesia,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2327019.0,False,-1,N/A,,False,2327019.0,False,,False,192402.0,,192402.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,392,JPN,Japan,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4801.0,False,-1,N/A,,False,4801.0,False,,False,15617.0,,15617.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,458,MYS,Malaysia,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2110.0,False,-1,N/A,,False,2110.0,False,,False,2274.0,,2274.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,528,NLD,Netherlands,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12459.0,False,-1,N/A,,False,12459.0,False,,False,12765.0,,12765.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,608,PHL,Philippines,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,218364.0,False,-1,N/A,,False,218364.0,False,,False,465026.0,,465026.0,0,False,False
C,A,20040101,2004,52,2004,360,IDN,Indonesia,M,Import,699,IND,India,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25648.0,False,-1,N/A,,False,25648.0,False,,False,4311.0,,4311.0,0,False,False
