typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,842,USA,USA,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,380.0,False,-1,N/A,,False,380.0,False,,False,6004.0,,6004.0,0,False,False
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,826,GBR,United Kingdom,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,375.0,False,-1,N/A,,False,375.0,False,,False,1171.0,,1171.0,0,False,False
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,724,ESP,Spain,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,-1,N/A,,False,2.0,False,,False,185.0,,185.0,0,False,False
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,380,ITA,Italy,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22.0,False,-1,N/A,,False,22.0,False,,False,134.0,,134.0,0,False,False
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,251.0,False,-1,N/A,,False,251.0,False,,False,1199.0,,1199.0,0,False,False
C,A,20020101,2002,52,2002,862,VEN,Venezuela,M,Import,0,W00,World,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1030.0,False,-1,N/A,,False,1030.0,False,,False,8693.0,,8693.0,0,False,False
