typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22577594.0,False,-1,N/A,0.0,False,22577594.0,False,17958539.9,False,5457712.829,4265340.498,5457712.829,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,56,BEL,Belgium,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6250.0,False,21,1000 KG,6.25,False,6250.0,False,6312.0,False,822.711,747.398,822.711,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12143000.0,False,-1,N/A,0.0,False,12143000.0,False,7666176.0,False,3272134.927,2470177.448,3272134.927,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5015.0,False,21,1000 KG,5.015,False,5015.0,False,1028.0,False,1158.63,978.176,1158.63,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2000.0,False,21,1000 KG,2.0,False,2000.0,False,2048.0,False,1232.292,1154.696,1232.292,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,699,IND,India,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6105988.0,False,21,1000 KG,6105.988,False,6105988.0,False,5974644.0,False,1031564.667,807142.563,1031564.667,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,704,VNM,Viet Nam,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,27000.0,False,21,1000 KG,27.0,False,27000.0,False,28192.0,False,4802.651,2522.37,4802.651,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,23067.0,False,21,1000 KG,23.067,False,23067.0,False,19660.0,False,10716.373,9677.898,10716.373,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,764,THA,Thailand,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2712650.0,False,21,1000 KG,2712.65,False,2712650.0,False,2770317.0,False,871772.613,760125.451,871772.613,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1053040.0,False,21,1000 KG,1053.04,False,1053040.0,False,1058436.0,False,159214.461,135075.588,159214.461,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,826,GBR,United Kingdom,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,423000.0,False,21,1000 KG,423.0,False,423000.0,False,431726.0,False,89107.798,62802.155,89107.798,0,False,True
C,A,20180101,2018,52,2018,36,AUS,Australia,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,76584.0,False,21,1000 KG,76.584,False,76584.0,False,0.9,False,15185.708,14936.757,15185.708,0,False,True
