typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,4913625.0,2813908.0,4913625.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,40,AUT,Austria,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15025.0,False,8,kg,15025.0,False,15025.0,False,0.0,False,5488.0,3280.0,5488.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,694050.0,False,8,kg,694050.0,False,694050.0,False,0.0,False,198190.0,143500.0,198190.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,15624.0,14759.0,15624.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,284210.0,False,8,kg,284210.0,False,284210.0,False,0.0,False,738670.0,692943.0,738670.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,8,kg,100.0,False,100.0,False,0.0,False,324.0,224.0,324.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21000.0,False,8,kg,21000.0,False,21000.0,False,0.0,False,13797.0,13023.0,13797.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,392,JPN,Japan,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5400.0,False,8,kg,5400.0,False,5400.0,False,0.0,False,35981.0,8609.0,35981.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2050.0,False,8,kg,2050.0,False,2050.0,False,0.0,False,720.0,685.0,720.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,704,VNM,Viet Nam,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8996900.0,False,8,kg,8996900.0,False,8996900.0,False,0.0,False,1259507.0,517007.0,1259507.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,135700.0,False,8,kg,135700.0,False,135700.0,False,0.0,False,78372.0,69055.0,78372.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,752,SWE,Sweden,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,50.0,False,8,kg,50.0,False,50.0,False,0.0,False,350.0,34.0,350.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,792,TUR,Türkiye,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,False,-1,N/A,0.0,False,0.0,False,0.0,False,1222576.0,846169.0,1222576.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25.0,False,8,kg,25.0,False,25.0,False,0.0,False,79.0,35.0,79.0,0,False,True
C,A,20070101,2007,52,2007,76,BRA,Brazil,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10032235.0,False,8,kg,10032235.0,False,10032235.0,False,0.0,False,1343947.0,504585.0,1343947.0,0,False,True
