typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9740453.15,False,8,kg,9740453.15,False,9740453.15,False,0.0,False,3549899.243,0.0,3549899.243,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,36,AUS,Australia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.0,False,8,kg,10.0,False,10.0,False,0.0,False,971.406,0.0,971.406,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8382.0,False,8,kg,8382.0,False,8382.0,False,0.0,False,2745.588,0.0,2745.588,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,425160.0,False,8,kg,425160.0,False,425160.0,False,0.0,False,254280.228,0.0,254280.228,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,134035.0,False,8,kg,134035.0,False,134035.0,False,0.0,False,90764.542,0.0,90764.542,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,364,IRN,Iran,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2817.0,False,8,kg,2817.0,False,2817.0,False,0.0,False,653.469,0.0,653.469,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4010.9,False,8,kg,4010.9,False,4010.9,False,0.0,False,5486.925,0.0,5486.925,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59735.0,False,8,kg,59735.0,False,59735.0,False,0.0,False,8509.947,0.0,8509.947,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8798830.0,False,8,kg,8798830.0,False,8798830.0,False,0.0,False,2959972.028,0.0,2959972.028,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,616,POL,Poland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1584.45,False,8,kg,1584.45,False,1584.45,False,0.0,False,1019.031,0.0,1019.031,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,724,ESP,Spain,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55809.8,False,8,kg,55809.8,False,55809.8,False,0.0,False,30523.038,0.0,30523.038,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,826,GBR,United Kingdom,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,247097.0,False,8,kg,247097.0,False,247097.0,False,0.0,False,194299.334,0.0,194299.334,0,False,True
C,A,20140101,2014,52,2014,56,BEL,Belgium,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2982.0,False,8,kg,2982.0,False,2982.0,False,0.0,False,673.707,0.0,673.707,0,False,True
