typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20120101,2012,52,2012,222,SLV,El Salvador,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,15901.34,False,8,kg,15901.34,False,15901.34,False,,False,22653.22,,22653.22,0,False,True
C,A,20120101,2012,52,2012,222,SLV,El Salvador,M,Import,320,GTM,Guatemala,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,15397.7,False,8,kg,15397.7,False,15397.7,False,,False,10880.67,,10880.67,0,False,True
C,A,20120101,2012,52,2012,222,SLV,El Salvador,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,38.4,False,8,kg,38.4,False,38.4,False,,False,420.4,,420.4,0,False,True
C,A,20120101,2012,52,2012,222,SLV,El Salvador,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,263.34,False,8,kg,263.34,False,263.34,False,,False,2479.13,,2479.13,0,False,True
C,A,20120101,2012,52,2012,222,SLV,El Salvador,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,31600.78,False,8,kg,31600.78,False,31600.78,False,,False,36433.42,,36433.42,0,False,True
