typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,66351889.0,False,-1,N/A,,True,66351889.0,False,,False,18384588.0,,18384588.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,100,BGR,Bulgaria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22500.0,False,-1,N/A,,True,22500.0,False,,False,2630.0,,2630.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29080378.0,False,-1,N/A,,True,29080378.0,False,,False,7213627.0,,7213627.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,402220.0,False,-1,N/A,,True,402220.0,False,,False,161686.0,,161686.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,727488.0,False,-1,N/A,,True,727488.0,False,,False,738377.0,,738377.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5445882.0,False,-1,N/A,,True,5445882.0,False,,False,1046752.0,,1046752.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1264460.0,False,-1,N/A,,True,1264460.0,False,,False,333545.0,,333545.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,703,SVK,Slovakia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1515.0,False,-1,N/A,,True,1515.0,False,,False,8722.0,,8722.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,724,ESP,Spain,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8825698.0,False,-1,N/A,,True,8825698.0,False,,False,4321004.0,,4321004.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,788,TUN,Tunisia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,588320.0,False,-1,N/A,,True,588320.0,False,,False,117933.0,,117933.0,0,False,False
C,A,20140101,2014,52,2014,380,ITA,Italy,M,Import,792,TUR,Türkiye,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11226586.0,False,-1,N/A,,True,11226586.0,False,,False,2381226.0,,2381226.0,0,False,False
