typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,145073134.0,True,-1,N/A,,False,145073134.0,True,,False,16652566.0,,16652566.0,6,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,36,AUS,Australia,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9000.0,False,-1,N/A,,False,9000.0,False,,False,1930.0,,1930.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,40,AUT,Austria,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,-1,N/A,,False,1000.0,False,,False,313.0,,313.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,76,BRA,Brazil,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,15000.0,False,-1,N/A,,False,15000.0,False,,False,1606.0,,1606.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,124,CAN,Canada,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10000.0,False,-1,N/A,,False,10000.0,False,,False,2418.0,,2418.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,68116000.0,False,-1,N/A,,False,68116000.0,False,,False,9336619.0,,9336619.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,31000.0,False,-1,N/A,,False,31000.0,False,,False,11691.0,,11691.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5703.0,True,-1,N/A,,False,5703.0,True,,False,371.0,,371.0,6,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,380,ITA,Italy,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1077.0,True,-1,N/A,,False,1077.0,True,,False,127.0,,127.0,6,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,504,MAR,Morocco,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8700000.0,False,-1,N/A,,False,8700000.0,False,,False,565235.0,,565235.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,333000.0,False,-1,N/A,,False,333000.0,False,,False,134476.0,,134476.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,604,PER,Peru,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4000.0,False,-1,N/A,,False,4000.0,False,,False,718.0,,718.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,642,ROU,Romania,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,-1,N/A,,False,1000.0,False,,False,348.0,,348.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,643,RUS,Russian Federation,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1054.0,True,-1,N/A,,False,1054.0,True,,False,124.0,,124.0,6,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,699,IND,India,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,262000.0,False,-1,N/A,,False,262000.0,False,,False,42115.0,,42115.0,0,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,752,SWE,Sweden,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,299.0,True,-1,N/A,,False,299.0,True,,False,35.0,,35.0,6,True,False
C,A,20060101,2006,52,2006,124,CAN,Canada,M,Import,826,GBR,United Kingdom,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,-1,N/A,,False,6000.0,False,,False,976.0,,976.0,0,True,False
