typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20060101,2006,52,2006,70,BIH,Bosnia Herzegovina,M,Import,0,W00,World,0,W00,World,H2,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29.0,False,-1,N/A,,False,29.0,False,,False,1198.0,,1198.0,0,True,False
C,A,20060101,2006,52,2006,70,BIH,Bosnia Herzegovina,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1.0,False,-1,N/A,,False,1.0,False,,False,111.0,,111.0,0,True,False
C,A,20060101,2006,52,2006,70,BIH,Bosnia Herzegovina,M,Import,380,ITA,Italy,0,W00,World,H2,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25.0,False,-1,N/A,,False,25.0,False,,False,353.0,,353.0,0,True,False
C,A,20060101,2006,52,2006,70,BIH,Bosnia Herzegovina,M,Import,724,ESP,Spain,0,W00,World,H2,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3.0,False,-1,N/A,,False,3.0,False,,False,734.0,,734.0,0,True,False
