typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,116511890.0,False,-1,N/A,,False,116511890.0,False,,False,9496575.0,,9496575.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,56,BEL,Belgium,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3012439.0,False,-1,N/A,,False,3012439.0,False,,False,41025.0,,41025.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,62591280.0,False,-1,N/A,,False,62591280.0,False,,False,6041806.0,,6041806.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,208,DNK,Denmark,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,398000.0,False,-1,N/A,,False,398000.0,False,,False,53456.0,,53456.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,251,FRA,France,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12755300.0,False,-1,N/A,,False,12755300.0,False,,False,701148.0,,701148.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,813753.0,False,-1,N/A,,False,813753.0,False,,False,384140.0,,384140.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,380,ITA,Italy,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1630575.0,False,-1,N/A,,False,1630575.0,False,,False,131776.0,,131776.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,442,LUX,Luxembourg,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,217000.0,False,-1,N/A,,False,217000.0,False,,False,28593.0,,28593.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,504,MAR,Morocco,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20713398.0,False,-1,N/A,,False,20713398.0,False,,False,1066640.0,,1066640.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,579,NOR,Norway,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,16.0,False,-1,N/A,,False,16.0,False,,False,28593.0,,28593.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,699,IND,India,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,91200.0,False,-1,N/A,,False,91200.0,False,,False,33566.0,,33566.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,724,ESP,Spain,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,445925.0,False,-1,N/A,,False,445925.0,False,,False,146694.0,,146694.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,792,TUR,Türkiye,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,262000.0,False,-1,N/A,,False,262000.0,False,,False,28593.0,,28593.0,0,True,False
C,A,20050101,2005,52,2005,528,NLD,Netherlands,M,Import,826,GBR,United Kingdom,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13581004.0,False,-1,N/A,,False,13581004.0,False,,False,810547.0,,810547.0,0,True,False
