typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,106648118.0,False,8,kg,106648118.0,False,106648118.0,False,,False,31914865.407,,31914865.407,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,339391.0,False,8,kg,339391.0,False,339391.0,False,,False,201348.081,,201348.081,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,50377.0,False,8,kg,50377.0,False,50377.0,False,,False,29818.617,,29818.617,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,100,BGR,Bulgaria,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13214997.0,False,8,kg,13214997.0,False,13214997.0,False,,False,2326250.766,,2326250.766,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,42726631.0,False,8,kg,42726631.0,False,42726631.0,False,,False,10150205.81,,10150205.81,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,203,CZE,Czechia,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1000.0,False,8,kg,1000.0,False,1000.0,False,,False,744.07,,744.07,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,350694.0,False,8,kg,350694.0,False,350694.0,False,,False,150185.276,,150185.276,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1013575.0,False,8,kg,1013575.0,False,1013575.0,False,,False,730937.462,,730937.462,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,6362024.0,False,8,kg,6362024.0,False,6362024.0,False,,False,956705.665,,956705.665,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,24076990.0,False,8,kg,24076990.0,False,24076990.0,False,,False,9464842.653,,9464842.653,0,False,True
C,A,20140101,2014,52,2014,276,DEU,Germany,M,Import,616,POL,Poland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13478.0,False,8,kg,13478.0,False,13478.0,False,,False,14922.596,,14922.596,0,False,True
