typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,504,MAR,Morocco,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,129021000.0,False,8,kg,129021000.0,False,129021000.0,False,0.0,False,6928478.552,0.0,6928478.552,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,8110.0,False,8,kg,8110.0,False,8110.0,False,0.0,False,2093.794,0.0,2093.794,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,327000.0,False,8,kg,327000.0,False,327000.0,False,0.0,False,127353.437,0.0,127353.437,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,752,SWE,Sweden,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1013.0,False,8,kg,1013.0,False,1013.0,False,0.0,False,1738.443,0.0,1738.443,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,826,GBR,United Kingdom,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,58931.0,False,8,kg,58931.0,False,58931.0,False,0.0,False,24972.721,0.0,24972.721,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10868.0,False,8,kg,10868.0,False,10868.0,False,0.0,False,6532.042,0.0,6532.042,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,251,FRA,France,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,120000.0,False,8,kg,120000.0,False,120000.0,False,0.0,False,64154.727,0.0,64154.727,0,False,True
C,A,20040101,2004,52,2004,579,NOR,Norway,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,129546922.0,False,8,kg,129546922.0,False,129546922.0,False,0.0,False,7155323.715,0.0,7155323.715,0,False,True
