typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,894,ZMB,Zambia,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,554259.0,False,8,kg,554259.0,False,554259.0,False,0.0,False,319178.854,0.0,319178.854,0,False,True
C,A,20200101,2020,52,2020,894,ZMB,Zambia,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30049.0,False,8,kg,30049.0,False,30049.0,False,0.0,False,10884.591,0.0,10884.591,0,False,True
C,A,20200101,2020,52,2020,894,ZMB,Zambia,M,Import,710,ZAF,South Africa,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,524200.0,False,8,kg,524200.0,False,524200.0,False,0.0,False,308266.741,0.0,308266.741,0,False,True
C,A,20200101,2020,52,2020,894,ZMB,Zambia,M,Import,818,EGY,Egypt,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10.0,False,8,kg,10.0,False,10.0,False,0.0,False,27.523,0.0,27.523,0,False,True
