typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,469205.53,False,8,kg,469205.53,False,469205.53,False,,False,21661782.005,,21661782.005,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,36,AUS,Australia,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,128.0,False,8,kg,128.0,False,128.0,False,,False,3074.244,,3074.244,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1910.84,False,8,kg,1910.84,False,1910.84,False,,False,149316.081,,149316.081,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1.55,False,8,kg,1.55,False,1.55,False,,False,727.352,,727.352,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,277214.8,False,8,kg,277214.8,False,277214.8,False,,False,7963055.409,,7963055.409,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,174835.0,False,8,kg,174835.0,False,174835.0,False,,False,6991635.903,,6991635.903,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,332.55,False,8,kg,332.55,False,332.55,False,,False,130720.985,,130720.985,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,250.0,False,8,kg,250.0,False,250.0,False,,False,875.383,,875.383,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,360,IDN,Indonesia,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,55.3,False,8,kg,55.3,False,55.3,False,,False,380.88,,380.88,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,3173.02,False,8,kg,3173.02,False,3173.02,False,,False,738877.99,,738877.99,0,False,True
C,A,20120101,2012,52,2012,702,SGP,Singapore,M,Import,410,KOR,Rep. of Korea,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,3585.0,False,8,kg,3585.0,False,3585.0,False,,False,5343762.684,,5343762.684,0,False,True
