typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,0,W00,World,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,True,-1,N/A,0.0,False,0.0,True,0.0,False,62832367.963,0.0,62832367.963,6,False,True
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,7,l,1.0,False,5.0,False,0.0,False,323.632,0.0,323.632,0,False,True
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,710,ZAF,South Africa,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,156809448.802,True,-1,N/A,0.0,False,156809448.802,True,0.0,False,62777910.292,0.0,62777910.292,6,False,True
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,784,ARE,United Arab Emirates,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3150.0,False,7,l,3150.0,False,3150.0,False,0.0,False,30275.671,0.0,30275.671,0,False,True
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,834,TZA,United Rep. of Tanzania,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21080.0,False,7,l,20000.0,False,21080.0,False,0.0,False,21978.195,0.0,21978.195,0,False,True
C,A,20150101,2015,52,2015,180,COD,Dem. Rep. of the Congo,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2709,Petroleum oils and oils obtained from bituminous minerals; crude,4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,0.0,True,-1,N/A,0.0,False,0.0,True,0.0,False,1880.172,0.0,1880.172,6,False,True
