typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,87340008.0,False,8,kg,87340008.0,False,87340008.0,False,0.0,False,8828783.0,0.0,8828783.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,40,AUT,Austria,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,8,kg,3000.0,False,3000.0,False,0.0,False,7978.0,0.0,7978.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,104,MMR,Myanmar,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10703229.0,False,8,kg,10703229.0,False,10703229.0,False,0.0,False,428722.0,0.0,428722.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,210080.0,False,8,kg,210080.0,False,210080.0,False,0.0,False,106764.0,0.0,106764.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,108675.0,False,8,kg,108675.0,False,108675.0,False,0.0,False,107333.0,0.0,107333.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,364,IRN,Iran,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,999000.0,False,8,kg,999000.0,False,999000.0,False,0.0,False,41958.0,0.0,41958.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,800.0,False,8,kg,800.0,False,800.0,False,0.0,False,456.0,0.0,456.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,189124.0,False,8,kg,189124.0,False,189124.0,False,0.0,False,165014.0,0.0,165014.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,398,KAZ,Kazakhstan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,138000.0,False,8,kg,138000.0,False,138000.0,False,0.0,False,9108.0,0.0,9108.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,410,KOR,Rep. of Korea,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,124080.0,False,8,kg,124080.0,False,124080.0,False,0.0,False,113022.0,0.0,113022.0,0,False,True
C,A,20200101,2020,52,2020,156,CHN,China,M,Import,418,LAO,Lao People's Dem. Rep.,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,71490200.0,False,8,kg,71490200.0,False,71490200.0,False,0.0,False,6776614.0,0.0,6776614.0,0,False,True
