typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,118824085.0,False,-1,N/A,,False,118824085.0,False,,False,19742819.0,,19742819.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,32,ARG,Argentina,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,-1,N/A,,False,2.0,False,,False,258.0,,258.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2872016.0,False,-1,N/A,,False,2872016.0,False,,False,520097.0,,520097.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,76,BRA,Brazil,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,-1,N/A,,False,5.0,False,,False,231.0,,231.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,152,CHL,Chile,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,252000.0,False,-1,N/A,,False,252000.0,False,,False,44226.0,,44226.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,36728200.0,False,-1,N/A,,False,36728200.0,False,,False,4819765.0,,4819765.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,208,DNK,Denmark,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,253000.0,False,-1,N/A,,False,253000.0,False,,False,341902.0,,341902.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,-1,N/A,,False,3000.0,False,,False,4421.0,,4421.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,109200.0,False,-1,N/A,,False,109200.0,False,,False,56826.0,,56826.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,484,MEX,Mexico,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,30121265.0,False,-1,N/A,,False,30121265.0,False,,False,3482063.0,,3482063.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12000000.0,False,-1,N/A,,False,12000000.0,False,,False,1635600.0,,1635600.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,579,NOR,Norway,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,676680.0,False,-1,N/A,,False,676680.0,False,,False,827272.0,,827272.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,604,PER,Peru,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,17255875.0,False,-1,N/A,,False,17255875.0,False,,False,3630903.0,,3630903.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,18503001.0,False,-1,N/A,,False,18503001.0,False,,False,4273791.0,,4273791.0,0,True,False
C,A,20120101,2012,52,2012,170,COL,Colombia,M,Import,784,ARE,United Arab Emirates,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1361.0,False,-1,N/A,,False,1361.0,False,,False,1784.0,,1784.0,0,True,False
