typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20020101,2002,52,2002,736,SDN,Sudan (...2011),M,Import,818,EGY,Egypt,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22500.0,False,8,kg,22500.0,False,22500.0,False,0.0,False,42628.346,0.0,42628.346,0,False,True
C,A,20020101,2002,52,2002,736,SDN,Sudan (...2011),M,Import,682,SAU,Saudi Arabia,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40000.0,False,8,kg,40000.0,False,40000.0,False,0.0,False,7684.352,0.0,7684.352,0,False,True
C,A,20020101,2002,52,2002,736,SDN,Sudan (...2011),M,Import,218,ECU,Ecuador,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1137.0,False,8,kg,1137.0,False,1137.0,False,0.0,False,1774.013,0.0,1774.013,0,False,True
C,A,20020101,2002,52,2002,736,SDN,Sudan (...2011),M,Import,0,W00,World,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,63637.0,False,8,kg,63637.0,False,63637.0,False,0.0,False,52086.711,0.0,52086.711,0,False,True
