typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,500.024,True,-1,N/A,0.0,False,500.024,True,,False,16242.997,,16242.997,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,36,AUS,Australia,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,76.941,True,-1,N/A,0.0,False,76.941,True,53.0,False,3138.192,,3138.192,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1.797,True,-1,N/A,0.0,False,1.797,True,1.0,False,82.144,,82.144,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,11.164,True,-1,N/A,0.0,False,11.164,True,1.0,False,211.626,,211.626,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,98.274,True,-1,N/A,0.0,False,98.274,True,,False,2763.669,,2763.669,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,56.965,True,-1,N/A,0.0,False,56.965,True,17.0,False,1736.169,,1736.169,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,490,S19,"Other Asia, nes",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,19.904,True,-1,N/A,0.0,False,19.904,True,,False,377.307,,377.307,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,643,RUS,Russian Federation,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,4.631,True,-1,N/A,0.0,False,4.631,True,4.0,False,211.626,,211.626,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,699,IND,India,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,43.265,True,-1,N/A,0.0,False,43.265,True,,False,857.642,,857.642,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,757,CHE,Switzerland,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,10.319,True,-1,N/A,0.0,False,10.319,True,1.0,False,195.615,,195.615,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,826,GBR,United Kingdom,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,9.535,True,-1,N/A,0.0,False,9.535,True,3.0,False,435.783,,435.783,0,False,True
C,A,20150101,2015,52,2015,554,NZL,New Zealand,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,167.228,True,-1,N/A,0.0,False,167.228,True,116.0,False,6233.223,,6233.223,0,False,True
