typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12339912.0,False,8,kg,12339912.0,False,12339912.0,False,0.0,False,3019422.0,0.0,3019422.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,472819.0,False,8,kg,472819.0,False,472819.0,False,0.0,False,143838.0,0.0,143838.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,203,CZE,Czechia,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,211928.0,False,8,kg,211928.0,False,211928.0,False,0.0,False,112678.0,0.0,112678.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19504.0,False,8,kg,19504.0,False,19504.0,False,0.0,False,29419.0,0.0,29419.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3237315.0,False,8,kg,3237315.0,False,3237315.0,False,0.0,False,502240.0,0.0,502240.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,77634.0,False,8,kg,77634.0,False,77634.0,False,0.0,False,37041.0,0.0,37041.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,440,LTU,Lithuania,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5000.0,False,8,kg,5000.0,False,5000.0,False,0.0,False,3345.0,0.0,3345.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2701416.0,False,8,kg,2701416.0,False,2701416.0,False,0.0,False,925498.0,0.0,925498.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,703,SVK,Slovakia,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4455721.0,False,8,kg,4455721.0,False,4455721.0,False,0.0,False,986131.0,0.0,986131.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,13125.0,False,8,kg,13125.0,False,13125.0,False,0.0,False,5454.0,0.0,5454.0,0,False,True
C,A,20070101,2007,52,2007,616,POL,Poland,M,Import,752,SWE,Sweden,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,525.0,False,8,kg,525.0,False,525.0,False,0.0,False,311.0,0.0,311.0,0,False,True
