typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,88573881.0,False,-1,N/A,,True,88573881.0,False,,False,21073162.0,,21073162.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,54881700.0,False,-1,N/A,,True,54881700.0,False,,False,10434893.0,,10434893.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5575121.0,False,-1,N/A,,True,5575121.0,False,,False,2218140.0,,2218140.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,341400.0,False,-1,N/A,,True,341400.0,False,,False,288729.0,,288729.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1261189.0,False,-1,N/A,,True,1261189.0,False,,False,139377.0,,139377.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,516024.0,False,-1,N/A,,True,516024.0,False,,False,265170.0,,265170.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,616,POL,Poland,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,80.0,False,-1,N/A,,True,80.0,False,,False,148.0,,148.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10138192.0,False,-1,N/A,,True,10138192.0,False,,False,4599051.0,,4599051.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,788,TUN,Tunisia,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,330000.0,False,-1,N/A,,True,330000.0,False,,False,71372.0,,71372.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,792,TUR,Türkiye,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,14389512.0,False,-1,N/A,,True,14389512.0,False,,False,2607123.0,,2607123.0,0,False,False
C,A,20110101,2011,52,2011,380,ITA,Italy,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1140663.0,False,-1,N/A,,True,1140663.0,False,,False,449159.0,,449159.0,0,False,False
