typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,0,W00,World,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,29516128.0,False,-1,N/A,,False,29516128.0,False,,False,12726038.0,,12726038.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,38425.0,False,-1,N/A,,False,38425.0,False,,False,55472.0,,55472.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,12357844.0,False,-1,N/A,,False,12357844.0,False,,False,2651009.0,,2651009.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,610286.0,False,-1,N/A,,False,610286.0,False,,False,260627.0,,260627.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1687584.0,False,-1,N/A,,False,1687584.0,False,,False,1031588.0,,1031588.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,101350.0,False,-1,N/A,,False,101350.0,False,,False,21876.0,,21876.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,504,MAR,Morocco,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1837360.0,False,-1,N/A,,False,1837360.0,False,,False,265669.0,,265669.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,528,NLD,Netherlands,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3018093.0,False,-1,N/A,,False,3018093.0,False,,False,1498539.0,,1498539.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,620,PRT,Portugal,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,43000.0,False,-1,N/A,,False,43000.0,False,,False,4208.0,,4208.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6017348.0,False,-1,N/A,,False,6017348.0,False,,False,2263486.0,,2263486.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,780,TTO,Trinidad and Tobago,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2581900.0,False,-1,N/A,,False,2581900.0,False,,False,1571159.0,,1571159.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,209351.0,False,-1,N/A,,False,209351.0,False,,False,137432.0,,137432.0,0,True,False
C,A,20110101,2011,52,2011,251,FRA,France,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1013587.0,False,-1,N/A,,False,1013587.0,False,,False,2964973.0,,2964973.0,0,True,False
