typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,89896350.02,False,8,kg,89896350.02,False,89896350.02,False,,False,25863307.36,17652281.62,25863307.36,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,28140000.0,False,8,kg,28140000.0,False,28140000.0,False,,False,11058279.4,7245899.6,11058279.4,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,76,BRA,Brazil,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,513000.0,False,8,kg,513000.0,False,513000.0,False,,False,116207.8,102870.0,116207.8,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,152,CHL,Chile,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1260000.0,False,8,kg,1260000.0,False,1260000.0,False,,False,359570.0,280322.0,359570.0,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,790000.0,False,8,kg,790000.0,False,790000.0,False,,False,207042.0,176124.0,207042.0,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,0.02,False,8,kg,0.02,False,0.02,False,,False,5.33,5.21,5.33,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,11886000.0,False,8,kg,11886000.0,False,11886000.0,False,,False,2673718.5,1913750.4,2673718.5,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,269400.0,False,8,kg,269400.0,False,269400.0,False,,False,117950.69,110526.26,117950.69,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,604,PER,Peru,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1481450.0,False,8,kg,1481450.0,False,1481450.0,False,,False,635747.9,360983.7,635747.9,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,699,IND,India,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,9369000.0,False,8,kg,9369000.0,False,9369000.0,False,,False,2129769.88,1515197.34,2129769.88,0,False,True
C,A,20150101,2015,52,2015,32,ARG,Argentina,M,Import,704,VNM,Viet Nam,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,6000000.0,False,8,kg,6000000.0,False,6000000.0,False,,False,1489640.0,1287800.0,1489640.0,0,False,True
