typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,0,W00,World,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21080050.0,False,8,kg,21080050.0,False,21080050.0,False,0.0,False,2292318.27,0.0,2292318.27,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,100,BGR,Bulgaria,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1071500.0,False,8,kg,1071500.0,False,1071500.0,False,0.0,False,98410.75,0.0,98410.75,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,156,CHN,China,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,493600.0,False,8,kg,493600.0,False,493600.0,False,0.0,False,187699.26,0.0,187699.26,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,251,FRA,France,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,36750.0,False,8,kg,36750.0,False,36750.0,False,0.0,False,9962.3,0.0,9962.3,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4000.0,False,8,kg,4000.0,False,4000.0,False,0.0,False,2200.35,0.0,2200.35,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,348,HUN,Hungary,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7000.0,False,8,kg,7000.0,False,7000.0,False,0.0,False,4005.93,0.0,4005.93,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,380,ITA,Italy,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,8,kg,3000.0,False,3000.0,False,0.0,False,1168.31,0.0,1168.31,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,528,NLD,Netherlands,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,114000.0,False,8,kg,114000.0,False,114000.0,False,0.0,False,48034.19,0.0,48034.19,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,643,RUS,Russian Federation,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,67000.0,False,8,kg,67000.0,False,67000.0,False,0.0,False,29931.31,0.0,29931.31,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,792,TUR,Türkiye,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,19280200.0,False,8,kg,19280200.0,False,19280200.0,False,0.0,False,1909333.52,0.0,1909333.52,0,False,True
C,A,20000101,2000,52,2000,642,ROU,Romania,M,Import,826,GBR,United Kingdom,0,W00,World,H1,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3000.0,False,8,kg,3000.0,False,3000.0,False,0.0,False,1572.35,0.0,1572.35,0,False,True
