typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3149.0,False,-1,N/A,,False,3149.0,False,,False,83958.0,,83958.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,40,AUT,Austria,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,355.0,False,-1,N/A,,False,355.0,False,,False,5165.0,,5165.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5.0,False,-1,N/A,,False,5.0,False,,False,2271.0,,2271.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1565.0,False,-1,N/A,,False,1565.0,False,,False,24002.0,,24002.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,203,CZE,Czechia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,195.0,False,-1,N/A,,False,195.0,False,,False,6787.0,,6787.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,251,FRA,France,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,100.0,False,-1,N/A,,False,100.0,False,,False,10790.0,,10790.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,61.0,False,-1,N/A,,False,61.0,False,,False,3429.0,,3429.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,380,ITA,Italy,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,770.0,False,-1,N/A,,False,770.0,False,,False,22797.0,,22797.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,490,S19,"Other Asia, nes",0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.0,False,-1,N/A,,False,,False,,False,271.0,,271.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,568,E19,"Other Europe, nes",0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,95.0,False,-1,N/A,,False,95.0,False,,False,2430.0,,2430.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.0,False,-1,N/A,,False,,False,,False,50.0,,50.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.0,False,-1,N/A,,False,,False,,False,4138.0,,4138.0,0,True,False
C,A,20100101,2010,52,2010,705,SVN,Slovenia,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2.0,False,-1,N/A,,False,2.0,False,,False,1829.0,,1829.0,0,True,False
