typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4625000.0,False,8,kg,4625000.0,False,4625000.0,False,0.0,False,2020234.391,0.0,2020234.391,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1282000.0,False,8,kg,1282000.0,False,1282000.0,False,0.0,False,559089.844,0.0,559089.844,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,208,DNK,Denmark,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,8,kg,6000.0,False,6000.0,False,0.0,False,8039.892,0.0,8039.892,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,246,FIN,Finland,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20000.0,False,8,kg,20000.0,False,20000.0,False,0.0,False,12165.626,0.0,12165.626,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,251,FRA,France,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,11000.0,False,8,kg,11000.0,False,11000.0,False,0.0,False,5077.826,0.0,5077.826,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,147000.0,False,8,kg,147000.0,False,147000.0,False,0.0,False,84524.652,0.0,84524.652,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,380,ITA,Italy,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,8,kg,6000.0,False,6000.0,False,0.0,False,1692.609,0.0,1692.609,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,21000.0,False,8,kg,21000.0,False,21000.0,False,0.0,False,15127.691,0.0,15127.691,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1584000.0,False,8,kg,1584000.0,False,1584000.0,False,0.0,False,759240.835,0.0,759240.835,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,579,NOR,Norway,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,8,kg,6000.0,False,6000.0,False,0.0,False,1904.185,0.0,1904.185,0,False,True
C,A,20190101,2019,52,2019,752,SWE,Sweden,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,116000.0,False,8,kg,116000.0,False,116000.0,False,0.0,False,94468.729,0.0,94468.729,0,False,True
