typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,0,W00,World,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,3728.0,False,-1,N/A,,False,3728.0,False,,False,68206.0,,68206.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,156,CHN,China,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,2612.0,False,-1,N/A,,False,2612.0,False,,False,23888.0,,23888.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,251,FRA,France,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40.0,False,-1,N/A,,False,40.0,False,,False,7633.0,,7633.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,276,DEU,Germany,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6.0,False,-1,N/A,,False,6.0,False,,False,3697.0,,3697.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,417,KGZ,Kyrgyzstan,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60.0,False,-1,N/A,,False,60.0,False,,False,3750.0,,3750.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,643,RUS,Russian Federation,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,160.0,False,-1,N/A,,False,160.0,False,,False,19400.0,,19400.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,826,GBR,United Kingdom,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,850.0,False,-1,N/A,,False,850.0,False,,False,7350.0,,7350.0,0,False,False
C,A,20060101,2006,52,2006,804,UKR,Ukraine,M,Import,842,USA,USA,0,W00,World,H1,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,0.0,False,-1,N/A,,False,,False,,False,2487.0,,2487.0,0,False,False
