typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,7603960.0,False,8,kg,7603960.0,False,7603960.0,False,0.0,False,1142981.43,0.0,1142981.43,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,100,BGR,Bulgaria,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,361500.0,False,8,kg,361500.0,False,361500.0,False,0.0,False,41653.35,0.0,41653.35,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25000.0,False,8,kg,25000.0,False,25000.0,False,0.0,False,7002.23,0.0,7002.23,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,32900.0,False,8,kg,32900.0,False,32900.0,False,0.0,False,26150.49,0.0,26150.49,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,300,GRC,Greece,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4130.0,False,8,kg,4130.0,False,4130.0,False,0.0,False,1952.71,0.0,1952.71,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,380,ITA,Italy,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,192350.0,False,8,kg,192350.0,False,192350.0,False,0.0,False,59852.56,0.0,59852.56,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,96000.0,False,8,kg,96000.0,False,96000.0,False,0.0,False,45779.83,0.0,45779.83,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,579,NOR,Norway,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22000.0,False,8,kg,22000.0,False,22000.0,False,0.0,False,27305.49,0.0,27305.49,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,643,RUS,Russian Federation,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,8,kg,1000.0,False,1000.0,False,0.0,False,1740.1,0.0,1740.1,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,724,ESP,Spain,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,56350.0,False,8,kg,56350.0,False,56350.0,False,0.0,False,20557.46,0.0,20557.46,0,False,True
C,A,20060101,2006,52,2006,642,ROU,Romania,M,Import,792,TUR,Türkiye,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6812730.0,False,8,kg,6812730.0,False,6812730.0,False,0.0,False,910987.21,0.0,910987.21,0,False,True
