typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20110101,2011,52,2011,222,SLV,El Salvador,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,17326.31,False,8,kg,17326.31,False,17326.31,False,,False,29735.54,,29735.54,0,False,True
C,A,20110101,2011,52,2011,222,SLV,El Salvador,M,Import,410,KOR,Rep. of Korea,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1400.0,False,8,kg,1400.0,False,1400.0,False,,False,10319.0,,10319.0,0,False,True
C,A,20110101,2011,52,2011,222,SLV,El Salvador,M,Import,320,GTM,Guatemala,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,7851.6,False,8,kg,7851.6,False,7851.6,False,,False,4096.67,,4096.67,0,False,True
C,A,20110101,2011,52,2011,222,SLV,El Salvador,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13.68,False,8,kg,13.68,False,13.68,False,,False,399.78,,399.78,0,False,True
C,A,20110101,2011,52,2011,222,SLV,El Salvador,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,26591.59,False,8,kg,26591.59,False,26591.59,False,,False,44550.99,,44550.99,0,False,True
