typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1961704000.0,False,-1,N/A,0.0,False,1961704000.0,False,0.0,False,220313161.0,0.0,220313161.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,124,CAN,Canada,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6000.0,False,-1,N/A,0.0,False,6000.0,False,0.0,False,5326.0,0.0,5326.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,779523000.0,False,-1,N/A,0.0,False,779523000.0,False,0.0,False,92704968.0,0.0,92704968.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,276,DEU,Germany,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1915000.0,False,-1,N/A,0.0,False,1915000.0,False,0.0,False,1846184.0,0.0,1846184.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,328,GUY,Guyana,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1000.0,False,-1,N/A,0.0,False,1000.0,False,0.0,False,3001.0,0.0,3001.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,340,HND,Honduras,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,44000.0,False,-1,N/A,0.0,False,44000.0,False,0.0,False,4198.0,0.0,4198.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,20000.0,False,-1,N/A,0.0,False,20000.0,False,0.0,False,9810.0,0.0,9810.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,392,JPN,Japan,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,9000.0,False,-1,N/A,0.0,False,9000.0,False,0.0,False,20547.0,0.0,20547.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,484,MEX,Mexico,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,292046000.0,False,-1,N/A,0.0,False,292046000.0,False,0.0,False,36543362.0,0.0,36543362.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,354666000.0,False,-1,N/A,0.0,False,354666000.0,False,0.0,False,37538618.0,0.0,37538618.0,0,False,True
C,A,20180101,2018,52,2018,842,USA,USA,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,166000.0,False,-1,N/A,0.0,False,166000.0,False,0.0,False,130039.0,0.0,130039.0,0,False,True
