typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,0,W00,World,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,16740.0,True,,False,640400.0,,640400.0,4,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,40,AUT,Austria,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,2205.0,False,,False,120300.0,,120300.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,15.0,True,,False,800.0,,800.0,4,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,1500.0,False,,False,19800.0,,19800.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,251,FRA,France,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,1280.0,False,,False,43200.0,,43200.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,13.0,False,,False,5700.0,,5700.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,344,HKG,"China, Hong Kong SAR",0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,440.0,False,,False,10000.0,,10000.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,410,KOR,Rep. of Korea,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,2.0,True,,False,200.0,,200.0,4,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,440,LTU,Lithuania,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,3007.0,False,,False,43900.0,,43900.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,616,POL,Poland,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,75.0,False,,False,3300.0,,3300.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,643,RUS,Russian Federation,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,7901.0,False,,False,381400.0,,381400.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,826,GBR,United Kingdom,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,300.0,False,,False,9700.0,,9700.0,0,True,False
C,A,20140101,2014,52,2014,112,BLR,Belarus,M,Import,842,USA,USA,0,W00,World,H4,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,-1,N/A,,False,-1,N/A,,False,2.0,False,,False,2100.0,,2100.0,0,True,False
