typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6593161.0,False,8,kg,6593161.0,False,6593161.0,False,0.0,False,1565138.0,0.0,1565138.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1195162.0,False,8,kg,1195162.0,False,1195162.0,False,0.0,False,469442.0,0.0,469442.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,203,CZE,Czechia,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,48000.0,False,8,kg,48000.0,False,48000.0,False,0.0,False,23747.0,0.0,23747.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,208,DNK,Denmark,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,5440.0,False,8,kg,5440.0,False,5440.0,False,0.0,False,1954.0,0.0,1954.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,251,FRA,France,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,336020.0,False,8,kg,336020.0,False,336020.0,False,0.0,False,163833.0,0.0,163833.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,59772.0,False,8,kg,59772.0,False,59772.0,False,0.0,False,19757.0,0.0,19757.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,380,ITA,Italy,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,55525.0,False,8,kg,55525.0,False,55525.0,False,0.0,False,20298.0,0.0,20298.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,528,NLD,Netherlands,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,76393.0,False,8,kg,76393.0,False,76393.0,False,0.0,False,35427.0,0.0,35427.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,703,SVK,Slovakia,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4139659.0,False,8,kg,4139659.0,False,4139659.0,False,0.0,False,718574.0,0.0,718574.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,724,ESP,Spain,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,10000.0,False,8,kg,10000.0,False,10000.0,False,0.0,False,7187.0,0.0,7187.0,0,False,True
C,A,20040101,2004,52,2004,616,POL,Poland,M,Import,792,TUR,Türkiye,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,660000.0,False,8,kg,660000.0,False,660000.0,False,0.0,False,102065.0,0.0,102065.0,0,False,True
