typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,0,W00,World,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,69941442.0,False,-1,N/A,,False,69941442.0,False,,False,13051449.0,,13051449.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,56,BEL,Belgium,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,86100.0,False,-1,N/A,,False,86100.0,False,,False,38600.0,,38600.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,156,CHN,China,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4540008.0,False,-1,N/A,,False,4540008.0,False,,False,1444562.0,,1444562.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,276,DEU,Germany,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,267491.0,False,-1,N/A,,False,267491.0,False,,False,169853.0,,169853.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,372,IRL,Ireland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,4708.0,False,-1,N/A,,False,4708.0,False,,False,5110.0,,5110.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,380,ITA,Italy,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,103050.0,False,-1,N/A,,False,103050.0,False,,False,47091.0,,47091.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,392,JPN,Japan,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,52390.0,False,-1,N/A,,False,52390.0,False,,False,134611.0,,134611.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,504,MAR,Morocco,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,40785720.0,False,-1,N/A,,False,40785720.0,False,,False,4081578.0,,4081578.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,528,NLD,Netherlands,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,22326761.0,False,-1,N/A,,False,22326761.0,False,,False,6557574.0,,6557574.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,579,NOR,Norway,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1500906.0,False,-1,N/A,,False,1500906.0,False,,False,434314.0,,434314.0,0,True,False
C,A,20140101,2014,52,2014,826,GBR,United Kingdom,M,Import,616,POL,Poland,0,W00,World,H4,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25.0,False,-1,N/A,,False,25.0,False,,False,23.0,,23.0,0,True,False
