typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,0,W00,World,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,191483586.0,False,-1,N/A,,False,191483586.0,False,,False,14671245.0,,14671245.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,156,CHN,China,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,33417784.0,False,-1,N/A,,False,33417784.0,False,,False,2405096.0,,2405096.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,251,FRA,France,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,75938.0,False,-1,N/A,,False,75938.0,False,,False,2274.0,,2274.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,276,DEU,Germany,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,60937.0,False,-1,N/A,,False,60937.0,False,,False,17032.0,,17032.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,320,GTM,Guatemala,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,225000.0,False,-1,N/A,,False,225000.0,False,,False,4500.0,,4500.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,376,ISR,Israel,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,1751392.0,False,-1,N/A,,False,1751392.0,False,,False,151632.0,,151632.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,699,IND,India,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,123924504.0,False,-1,N/A,,False,123924504.0,False,,False,8685481.0,,8685481.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,704,VNM,Viet Nam,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,25050420.0,False,-1,N/A,,False,25050420.0,False,,False,2426250.0,,2426250.0,0,True,False
C,A,20040101,2004,52,2004,484,MEX,Mexico,M,Import,842,USA,USA,0,W00,World,H2,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0,0,TOTAL MOT,8,kg,6977611.0,False,-1,N/A,,False,6977611.0,False,,False,978980.0,,978980.0,0,True,False
