typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,0,W00,World,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,1604.525,True,-1,N/A,0.0,False,1604.525,True,858.0,False,87080.0,,87080.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,36,AUS,Australia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.184,True,-1,N/A,0.0,False,5.184,True,5.0,False,582.0,,582.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,56,BEL,Belgium,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13.077,True,-1,N/A,0.0,False,13.077,True,8.0,False,747.0,,747.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,156,CHN,China,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,705.808,True,-1,N/A,0.0,False,705.808,True,12.0,False,34050.0,,34050.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,203,CZE,Czechia,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,5.318,True,-1,N/A,0.0,False,5.318,True,1.0,False,249.0,,249.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,276,DEU,Germany,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,18.907,True,-1,N/A,0.0,False,18.907,True,11.0,False,1477.0,,1477.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,724,ESP,Spain,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,6.983,True,-1,N/A,0.0,False,6.983,True,3.0,False,327.0,,327.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,757,CHE,Switzerland,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,3.723,True,-1,N/A,0.0,False,3.723,True,1.0,False,418.0,,418.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,826,GBR,United Kingdom,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,671.051,True,-1,N/A,0.0,False,671.051,True,675.0,False,31723.0,,31723.0,0,False,True
C,A,20110101,2011,52,2011,554,NZL,New Zealand,M,Import,842,USA,USA,0,W00,World,H3,HS,True,2846,"Compounds, inorganic or organic, of rare-earth metals; of yttrium or of scandium or of mixtures of these metals",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,174.473,True,-1,N/A,0.0,False,174.473,True,142.0,False,17507.0,,17507.0,0,False,True
