typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,0,W00,World,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,151662070.0,False,8,kg,151662070.0,False,151662070.0,False,,False,24481279.62,19374939.75,24481279.62,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,68,BOL,Bolivia (Plurinational State of),0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,52413500.0,False,8,kg,52413500.0,False,52413500.0,False,,False,8398272.99,7112471.95,8398272.99,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,76,BRA,Brazil,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,50.0,False,8,kg,50.0,False,50.0,False,,False,40.38,35.17,40.38,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,152,CHL,Chile,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,395000.0,False,8,kg,395000.0,False,395000.0,False,,False,55626.75,43450.0,55626.75,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,156,CHN,China,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,32266400.0,False,8,kg,32266400.0,False,32266400.0,False,,False,5252302.82,3549224.0,5252302.82,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,504,MAR,Morocco,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,45059100.0,False,8,kg,45059100.0,False,45059100.0,False,,False,5788388.34,4614523.64,5788388.34,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,528,NLD,Netherlands,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,329800.0,False,8,kg,329800.0,False,329800.0,False,,False,161826.69,148195.76,161826.69,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,604,PER,Peru,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,13071000.0,False,8,kg,13071000.0,False,13071000.0,False,,False,3082853.3,2460998.4,3082853.3,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,724,ESP,Spain,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,47000.0,False,8,kg,47000.0,False,47000.0,False,,False,32744.08,31204.78,32744.08,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,792,TUR,Türkiye,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,8053310.0,False,8,kg,8053310.0,False,8053310.0,False,,False,1683416.64,1390669.2,1683416.64,0,False,True
C,A,20180101,2018,52,2018,32,ARG,Argentina,M,Import,842,USA,USA,0,W00,World,H5,HS,True,2511,"Natural barium sulphate (barytes); natural barium carbonate, (witherite) whether or not calcined, other than barium oxide of heading no. 2816",4,False,C00,TOTAL CPC,0 ,0,TOTAL MOT,8,kg,26910.0,False,8,kg,26910.0,False,26910.0,False,,False,25807.63,24166.85,25807.63,0,False,True
